,cavity_after2,
1766.000,0.1,
1765.000,0.1,
1764.000,0.11,
1763.000,0.11,
1762.000,0.12,
1761.000,0.13,
1760.000,0.13,
1759.000,0.14,
1758.000,0.15,
1757.000,0.17,
1756.000,0.18,
1755.000,0.19,
1754.000,0.2,
1753.000,0.22,
1752.000,0.23,
1751.000,0.24,
1750.000,0.25,
1749.000,0.26,
1748.000,0.28,
1747.000,0.29,
1746.000,0.3,
1745.000,0.31,
1744.000,0.31,
1743.000,0.3,
1742.000,0.28,
1741.000,0.26,
1740.000,0.22,
1739.000,0.18,
1738.000,0.15,
1737.000,0.12,
1736.000,0.1,
1735.000,0.08,
1734.000,0.06,
1733.000,0.05,
1732.000,0.04,
1731.000,0.03,
1730.000,0.03,
1729.000,0.02,
1728.000,0.02,
1727.000,0.01,
1726.000,0.01,
1725.000,0.01,
1724.000,0.01,
1723.000,1E-8,
1722.000,1E-8,
1721.000,1E-8,
1720.000,1E-8,
1719.000,1E-8,
1718.000,1E-8,
1717.000,1E-8,
1716.000,1E-8,
1715.000,1E-8,
1714.000,1E-8,
1713.000,1E-8,
1712.000,1E-8,
1711.000,1E-8,
1710.000,1E-8,
1709.000,1E-8,
1708.000,1E-8,
1707.000,1E-8,
1706.000,1E-8,
1705.000,1E-8,
1704.000,1E-8,
1703.000,1E-8,
1702.000,1E-8,
1701.000,1E-8,
1700.000,0.01,
1699.000,0.01,
1698.000,0.02,
1697.000,0.03,
1696.000,0.04,
1695.000,0.06,
1694.000,0.08,
1693.000,0.1,
1692.000,0.12,
1691.000,0.14,
1690.000,0.16,
1689.000,0.17,
1688.000,0.18,
1687.000,0.17,
1686.000,0.16,
1685.000,0.15,
1684.000,0.13,
1683.000,0.12,
1682.000,0.1,
1681.000,0.09,
1680.000,0.08,
1679.000,0.08,
1678.000,0.07,
1677.000,0.07,
1676.000,0.07,
1675.000,0.07,
1674.000,0.07,
1673.000,0.07,
1672.000,0.07,
1671.000,0.07,
1670.000,0.07,
1669.000,0.06,
1668.000,0.06,
1667.000,0.06,
1666.000,0.06,
1665.000,0.06,
1664.000,0.06,
1663.000,0.06,
1662.000,0.07,
1661.000,0.06,
1660.000,0.06,
1659.000,0.06,
1658.000,0.07,
1657.000,0.07,
1656.000,0.07,
1655.000,0.08,
1654.000,0.08,
1653.000,0.08,
1652.000,0.08,
1651.000,0.08,
1650.000,0.08,
1649.000,0.08,
1648.000,0.08,
1647.000,0.09,
1646.000,0.09,
1645.000,0.09,
1644.000,0.09,
1643.000,0.09,
1642.000,0.09,
1641.000,0.1,
1640.000,0.1,
1639.000,0.11,
1638.000,0.11,
1637.000,0.12,
1636.000,0.13,
1635.000,0.13,
1634.000,0.14,
1633.000,0.13,
1632.000,0.14,
1631.000,0.14,
1630.000,0.15,
1629.000,0.15,
1628.000,0.16,
1627.000,0.18,
1626.000,0.19,
1625.000,0.21,
1624.000,0.22,
1623.000,0.25,
1622.000,0.27,
1621.000,0.29,
1620.000,0.31,
1619.000,0.34,
1618.000,0.37,
1617.000,0.4,
1616.000,0.45,
1615.000,0.49,
1614.000,0.52,
1613.000,0.55,
1612.000,0.58,
1611.000,0.62,
1610.000,0.66,
1609.000,0.7,
1608.000,0.75,
1607.000,0.81,
1606.000,0.87,
1605.000,0.92,
1604.000,0.98,
1603.000,1.04,
1602.000,1.1,
1601.000,1.15,
1600.000,1.21,
1599.000,1.26,
1598.000,1.3,
1597.000,1.34,
1596.000,1.36,
1595.000,1.39,
1594.000,1.4,
1593.000,1.39,
1592.000,1.37,
1591.000,1.33,
1590.000,1.29,
1589.000,1.24,
1588.000,1.18,
1587.000,1.13,
1586.000,1.07,
1585.000,1,
1584.000,0.93,
1583.000,0.86,
1582.000,0.79,
1581.000,0.72,
1580.000,0.66,
1579.000,0.6,
1578.000,0.54,
1577.000,0.49,
1576.000,0.45,
1575.000,0.41,
1574.000,0.38,
1573.000,0.35,
1572.000,0.33,
1571.000,0.31,
1570.000,0.28,
1569.000,0.26,
1568.000,0.24,
1567.000,0.22,
1566.000,0.21,
1565.000,0.19,
1564.000,0.18,
1563.000,0.18,
1562.000,0.17,
1561.000,0.18,
1560.000,0.17,
1559.000,0.17,
1558.000,0.14,
1557.000,0.12,
1556.000,0.12,
1555.000,0.11,
1554.000,0.11,
1553.000,0.1,
1552.000,0.1,
1551.000,0.1,
1550.000,0.09,
1549.000,0.09,
1548.000,0.09,
1547.000,0.09,
1546.000,0.08,
1545.000,0.08,
1544.000,0.08,
1543.000,0.08,
1542.000,0.08,
1541.000,0.08,
1540.000,0.08,
1539.000,0.07,
1538.000,0.07,
1537.000,0.07,
1536.000,0.07,
1535.000,0.06,
1534.000,0.06,
1533.000,0.06,
1532.000,0.06,
1531.000,0.06,
1530.000,0.06,
1529.000,0.06,
1528.000,0.06,
1527.000,0.06,
1526.000,0.06,
1525.000,0.06,
1524.000,0.06,
1523.000,0.05,
1522.000,0.05,
1521.000,0.05,
1520.000,0.05,
1519.000,0.05,
1518.000,0.05,
1517.000,0.05,
1516.000,0.05,
1515.000,0.05,
1514.000,0.05,
1513.000,0.05,
1512.000,0.05,
1511.000,0.05,
1510.000,0.05,
1509.000,0.05,
1508.000,0.05,
1507.000,0.05,
1506.000,0.05,
1505.000,0.05,
1504.000,0.05,
1503.000,0.04,
1502.000,0.04,
1501.000,0.04,
1500.000,0.04,
1499.000,0.04,
1498.000,0.05,
1497.000,0.05,
1496.000,0.05,
1495.000,0.05,
1494.000,0.05,
1493.000,0.05,
1492.000,0.05,
1491.000,0.05,
1490.000,0.05,
1489.000,0.05,
1488.000,0.05,
1487.000,0.05,
1486.000,0.05,
1485.000,0.05,
1484.000,0.05,
1483.000,0.05,
1482.000,0.05,
1481.000,0.05,
1480.000,0.05,
1479.000,0.05,
1478.000,0.05,
1477.000,0.05,
1476.000,0.06,
1475.000,0.06,
1474.000,0.06,
1473.000,0.06,
1472.000,0.07,
1471.000,0.07,
1470.000,0.07,
1469.000,0.07,
1468.000,0.07,
1467.000,0.07,
1466.000,0.07,
1465.000,0.07,
1464.000,0.07,
1463.000,0.07,
1462.000,0.07,
1461.000,0.07,
1460.000,0.07,
1459.000,0.08,
1458.000,0.08,
1457.000,0.08,
1456.000,0.07,
1455.000,0.06,
1454.000,0.05,
1453.000,0.04,
1452.000,0.03,
1451.000,0.02,
1450.000,0.02,
1449.000,0.02,
1448.000,0.02,
1447.000,0.02,
1446.000,0.02,
1445.000,0.03,
1444.000,0.03,
1443.000,0.04,
1442.000,0.04,
1441.000,0.05,
1440.000,0.05,
1439.000,0.05,
1438.000,0.06,
1437.000,0.06,
1436.000,0.06,
1435.000,0.06,
1434.000,0.06,
1433.000,0.05,
1432.000,0.05,
1431.000,0.05,
1430.000,0.04,
1429.000,0.04,
1428.000,0.04,
1427.000,0.04,
1426.000,0.04,
1425.000,0.04,
1424.000,0.04,
1423.000,0.04,
1422.000,0.04,
1421.000,0.04,
1420.000,0.04,
1419.000,0.04,
1418.000,0.04,
1417.000,0.04,
1416.000,0.04,
1415.000,0.05,
1414.000,0.05,
1413.000,0.06,
1412.000,0.06,
1411.000,0.07,
1410.000,0.07,
1409.000,0.08,
1408.000,0.09,
1407.000,0.1,
1406.000,0.11,
1405.000,0.12,
1404.000,0.13,
1403.000,0.14,
1402.000,0.15,
1401.000,0.17,
1400.000,0.19,
1399.000,0.21,
1398.000,0.23,
1397.000,0.26,
1396.000,0.28,
1395.000,0.31,
1394.000,0.35,
1393.000,0.38,
1392.000,0.41,
1391.000,0.44,
1390.000,0.48,
1389.000,0.52,
1388.000,0.56,
1387.000,0.59,
1386.000,0.63,
1385.000,0.66,
1384.000,0.68,
1383.000,0.71,
1382.000,0.73,
1381.000,0.74,
1380.000,0.74,
1379.000,0.73,
1378.000,0.72,
1377.000,0.7,
1376.000,0.66,
1375.000,0.62,
1374.000,0.58,
1373.000,0.53,
1372.000,0.47,
1371.000,0.42,
1370.000,0.37,
1369.000,0.33,
1368.000,0.29,
1367.000,0.26,
1366.000,0.23,
1365.000,0.2,
1364.000,0.18,
1363.000,0.16,
1362.000,0.15,
1361.000,0.13,
1360.000,0.12,
1359.000,0.1,
1358.000,0.09,
1357.000,0.08,
1356.000,0.07,
1355.000,0.07,
1354.000,0.06,
1353.000,0.06,
1352.000,0.05,
1351.000,0.04,
1350.000,0.04,
1349.000,0.03,
1348.000,0.03,
1347.000,0.03,
1346.000,0.04,
1345.000,0.04,
1344.000,0.04,
1343.000,0.04,
1342.000,0.04,
1341.000,0.04,
1340.000,0.03,
1339.000,0.03,
1338.000,0.03,
1337.000,0.04,
1336.000,0.04,
1335.000,0.05,
1334.000,0.05,
1333.000,0.05,
1332.000,0.05,
1331.000,0.05,
1330.000,0.05,
1329.000,0.04,
1328.000,0.04,
1327.000,0.04,
1326.000,0.04,
1325.000,0.03,
1324.000,0.03,
1323.000,0.03,
1322.000,0.03,
1321.000,0.03,
1320.000,0.02,
1319.000,0.02,
1318.000,0.02,
1317.000,0.02,
1316.000,0.02,
1315.000,0.01,
1314.000,0.01,
1313.000,0.01,
1312.000,0.01,
1311.000,0.01,
1310.000,0.01,
1309.000,0.02,
1308.000,0.02,
1307.000,0.03,
1306.000,0.04,
1305.000,0.04,
1304.000,0.04,
1303.000,0.04,
1302.000,0.04,
1301.000,0.04,
1300.000,0.04,
1299.000,0.04,
1298.000,0.04,
1297.000,0.04,
1296.000,0.04,
1295.000,0.04,
1294.000,0.03,
1293.000,0.03,
1292.000,0.03,
1291.000,0.03,
1290.000,0.03,
1289.000,0.03,
1288.000,0.03,
1287.000,0.03,
1286.000,0.03,
1285.000,0.03,
1284.000,0.03,
1283.000,0.03,
1282.000,0.02,
1281.000,0.02,
1280.000,0.02,
1279.000,0.02,
1278.000,0.02,
1277.000,0.02,
1276.000,0.02,
1275.000,0.02,
1274.000,0.02,
1273.000,0.02,
1272.000,0.02,
1271.000,0.02,
1270.000,0.02,
1269.000,0.02,
1268.000,0.02,
1267.000,0.02,
1266.000,0.02,
1265.000,0.02,
1264.000,0.02,
1263.000,0.02,
1262.000,0.02,
1261.000,0.02,
1260.000,0.02,
1259.000,0.02,
1258.000,0.02,
1257.000,0.02,
1256.000,0.02,
1255.000,0.02,
1254.000,0.02,
1253.000,0.02,
1252.000,0.02,
1251.000,0.02,
1250.000,0.02,
1249.000,0.02,
1248.000,0.02,
1247.000,0.02,
1246.000,0.02,
1245.000,0.02,
1244.000,0.02,
1243.000,0.02,
1242.000,0.02,
1241.000,0.02,
1240.000,0.02,
1239.000,0.02,
1238.000,0.02,
1237.000,0.02,
1236.000,0.02,
1235.000,0.03,
1234.000,0.03,
1233.000,0.03,
1232.000,0.02,
1231.000,0.02,
1230.000,0.02,
1229.000,0.02,
1228.000,0.02,
1227.000,0.02,
1226.000,0.01,
1225.000,0.01,
1224.000,0.01,
1223.000,0.01,
1222.000,1E-8,
1221.000,0.01,
1220.000,0.01,
1219.000,0.01,
1218.000,0.01,
1217.000,0.01,
1216.000,0.01,
1215.000,0.01,
1214.000,0.02,
1213.000,0.02,
1212.000,0.02,
1211.000,0.02,
1210.000,0.02,
1209.000,0.02,
1208.000,0.02,
1207.000,0.02,
1206.000,0.02,
1205.000,0.02,
1204.000,0.02,
1203.000,0.02,
1202.000,0.02,
1201.000,0.02,
1200.000,0.02,
1199.000,0.02,
1198.000,0.02,
1197.000,0.02,
1196.000,0.03,
1195.000,0.03,
1194.000,0.03,
1193.000,0.03,
1192.000,0.03,
1191.000,0.03,
1190.000,0.03,
1189.000,0.03,
1188.000,0.04,
1187.000,0.04,
1186.000,0.04,
1185.000,0.04,
1184.000,0.05,
1183.000,0.05,
1182.000,0.05,
1181.000,0.05,
1180.000,0.06,
1179.000,0.06,
1178.000,0.06,
1177.000,0.07,
1176.000,0.07,
1175.000,0.08,
1174.000,0.09,
1173.000,0.1,
1172.000,0.1,
1171.000,0.11,
1170.000,0.12,
1169.000,0.13,
1168.000,0.14,
1167.000,0.16,
1166.000,0.17,
1165.000,0.18,
1164.000,0.2,
1163.000,0.21,
1162.000,0.22,
1161.000,0.23,
1160.000,0.24,
1159.000,0.25,
1158.000,0.27,
1157.000,0.28,
1156.000,0.29,
1155.000,0.29,
1154.000,0.3,
1153.000,0.3,
1152.000,0.3,
1151.000,0.29,
1150.000,0.29,
1149.000,0.27,
1148.000,0.26,
1147.000,0.24,
1146.000,0.22,
1145.000,0.19,
1144.000,0.17,
1143.000,0.15,
1142.000,0.13,
1141.000,0.12,
1140.000,0.1,
1139.000,0.09,
1138.000,0.07,
1137.000,0.06,
1136.000,0.05,
1135.000,0.05,
1134.000,0.04,
1133.000,0.04,
1132.000,0.03,
1131.000,0.03,
1130.000,0.03,
1129.000,0.02,
1128.000,0.02,
1127.000,0.01,
1126.000,0.01,
1125.000,0.01,
1124.000,0.01,
1123.000,0.01,
1122.000,0.01,
1121.000,1E-8,
1120.000,1E-8,
1119.000,1E-8,
1118.000,0.01,
1117.000,0.01,
1116.000,0.01,
1115.000,0.02,
1114.000,0.03,
1113.000,0.03,
1112.000,0.04,
1111.000,0.05,
1110.000,0.05,
1109.000,0.05,
1108.000,0.05,
1107.000,0.05,
1106.000,0.04,
1105.000,0.04,
1104.000,0.04,
1103.000,0.04,
1102.000,0.03,
1101.000,0.03,
1100.000,0.03,
1099.000,0.03,
1098.000,0.03,
1097.000,0.02,
1096.000,0.02,
1095.000,0.02,
1094.000,0.02,
1093.000,0.02,
1092.000,0.02,
1091.000,0.02,
1090.000,0.01,
1089.000,0.01,
1088.000,0.01,
1087.000,0.01,
1086.000,0.01,
1085.000,0.01,
1084.000,0.01,
1083.000,0.01,
1082.000,0.01,
1081.000,0.01,
1080.000,0.01,
1079.000,1E-8,
1078.000,1E-8,
1077.000,1E-8,
1076.000,1E-8,
1075.000,0.01,
1074.000,0.01,
1073.000,1E-8,
1072.000,1E-8,
1071.000,0.01,
1070.000,1E-8,
1069.000,1E-8,
1068.000,0.01,
1067.000,0.01,
1066.000,0.01,
1065.000,0.01,
1064.000,0.01,
1063.000,0.01,
1062.000,0.01,
1061.000,0.01,
1060.000,0.01,
1059.000,1E-8,
1058.000,1E-8,
1057.000,1E-8,
1056.000,0.01,
1055.000,0.01,
1054.000,0.01,
1053.000,0.01,
1052.000,0.01,
1051.000,0.01,
1050.000,1E-8,
1049.000,1E-8,
1048.000,1E-8,
1047.000,1E-8,
1046.000,1E-8,
1045.000,1E-8,
1044.000,1E-8,
1043.000,0.01,
1042.000,0.01,
1041.000,0.01,
1040.000,0.01,
1039.000,0.01,
1038.000,0.01,
1037.000,0.01,
1036.000,0.01,
1035.000,0.01,
1034.000,0.01,
1033.000,0.01,
1032.000,0.01,
1031.000,0.01,
1030.000,0.01,
1029.000,0.01,
1028.000,0.01,
1027.000,0.01,
1026.000,0.01,
1025.000,0.01,
1024.000,0.01,
1023.000,1E-8,
1022.000,1E-8,
1021.000,1E-8,
1020.000,0.01,
1019.000,0.01,
1018.000,0.01,
1017.000,0.01,
1016.000,1E-8,
1015.000,1E-8,
1014.000,0.01,
1013.000,0.01,
1012.000,0.01,
1011.000,0.01,
1010.000,0.01,
1009.000,0.01,
1008.000,0.01,
1007.000,0.01,
1006.000,0.01,
1005.000,0.01,
1004.000,0.01,
1003.000,0.01,
1002.000,1E-8,
1001.000,1E-8,
1000.000,1E-8,
999.000,1E-8,
998.000,1E-8,
997.000,1E-8,
996.000,1E-8,
995.000,1E-8,
994.000,1E-8,
993.000,1E-8,
992.000,1E-8,
991.000,1E-8,
990.000,1E-8,
989.000,1E-8,
988.000,1E-8,
987.000,1E-8,
986.000,0.01,
985.000,0.01,
984.000,0.01,
983.000,1E-8,
982.000,1E-8,
981.000,0.01,
980.000,0.01,
979.000,0.01,
978.000,0.01,
977.000,1E-8,
976.000,1E-8,
975.000,1E-8,
974.000,1E-8,
973.000,1E-8,
972.000,0.01,
971.000,0.01,
970.000,0.01,
969.000,0.01,
968.000,0.01,
967.000,0.01,
966.000,1E-8,
965.000,1E-8,
964.000,1E-8,
963.000,1E-8,
962.000,1E-8,
961.000,1E-8,
960.000,1E-8,
959.000,1E-8,
958.000,1E-8,
957.000,1E-8,
956.000,1E-8,
955.000,1E-8,
954.000,1E-8,
953.000,1E-8,
952.000,1E-8,
951.000,0.01,
950.000,0.01,
949.000,0.01,
948.000,0.01,
947.000,1E-8,
946.000,1E-8,
945.000,1E-8,
944.000,1E-8,
943.000,1E-8,
942.000,1E-8,
941.000,1E-8,
940.000,1E-8,
939.000,1E-8,
938.000,1E-8,
937.000,1E-8,
936.000,1E-8,
935.000,1E-8,
934.000,1E-8,
933.000,1E-8,
932.000,0.01,
931.000,0.01,
930.000,0.01,
929.000,0.01,
928.000,0.01,
927.000,1E-8,
926.000,1E-8,
925.000,1E-8,
924.000,1E-8,
923.000,0.01,
922.000,0.01,
921.000,0.01,
920.000,0.01,
919.000,0.01,
918.000,0.01,
917.000,1E-8,
916.000,1E-8,
915.000,1E-8,
914.000,1E-8,
913.000,1E-8,
912.000,1E-8,
911.000,1E-8,
910.000,1E-8,
909.000,1E-8,
908.000,1E-8,
907.000,1E-8,
906.000,1E-8,
905.000,0.01,
904.000,0.01,
903.000,0.01,
902.000,0.01,
901.000,0.01,
900.000,0.01,
899.000,0.01,
898.000,1E-8,
897.000,1E-8,
896.000,1E-8,
895.000,1E-8,
894.000,1E-8,
893.000,1E-8,
892.000,1E-8,
891.000,1E-8,
890.000,1E-8,
889.000,1E-8,
888.000,1E-8,
887.000,0.01,
886.000,0.01,
885.000,0.01,
884.000,0.01,
883.000,0.01,
882.000,0.01,
881.000,0.01,
880.000,0.01,
879.000,0.01,
878.000,1E-8,
877.000,1E-8,
876.000,1E-8,
875.000,1E-8,
874.000,1E-8,
873.000,1E-8,
872.000,1E-8,
871.000,1E-8,
870.000,1E-8,
869.000,1E-8,
868.000,1E-8,
867.000,1E-8,
866.000,0.01,
865.000,0.01,
864.000,0.01,
863.000,0.01,
862.000,0.01,
861.000,0.01,
860.000,0.01,
859.000,0.01,
858.000,0.01,
857.000,1E-8,
856.000,1E-8,
855.000,1E-8,
854.000,1E-8,
853.000,1E-8,
852.000,0.01,
851.000,0.01,
850.000,1E-8,
849.000,1E-8,
848.000,1E-8,
847.000,0.01,
846.000,0.01,
845.000,0.01,
844.000,0.01,
843.000,0.01,
842.000,0.01,
841.000,0.01,
840.000,0.01,
839.000,0.01,
838.000,0.01,
837.000,0.01,
836.000,1E-8,
835.000,1E-8,
834.000,1E-8,
833.000,1E-8,
832.000,1E-8,
831.000,1E-8,
830.000,1E-8,
829.000,1E-8,
828.000,1E-8,
827.000,0.01,
826.000,0.01,
825.000,0.01,
824.000,0.01,
823.000,0.01,
822.000,0.01,
821.000,0.01,
820.000,0.01,
819.000,0.01,
818.000,1E-8,
817.000,1E-8,
816.000,1E-8,
815.000,1E-8,
814.000,1E-8,
813.000,1E-8,
812.000,1E-8,
811.000,1E-8,
810.000,1E-8,
809.000,1E-8,
808.000,1E-8,
807.000,1E-8,
806.000,1E-8,
805.000,1E-8,
804.000,1E-8,
803.000,1E-8,
802.000,1E-8,
801.000,1E-8,
800.000,0.01,
799.000,0.01,
798.000,0.01,
797.000,0.01,
796.000,1E-8,
795.000,0.01,
794.000,0.01,
793.000,0.01,
792.000,0.01,
791.000,0.01,
790.000,0.01,
789.000,1E-8,
788.000,1E-8,
787.000,1E-8,
786.000,1E-8,
785.000,1E-8,
784.000,1E-8,
783.000,1E-8,
782.000,1E-8,
781.000,1E-8,
780.000,0.01,
779.000,0.01,
778.000,0.01,
777.000,1E-8,
776.000,1E-8,
775.000,0.01,
774.000,0.01,
773.000,1E-8,
772.000,1E-8,
771.000,1E-8,
770.000,1E-8,
769.000,0.01,
768.000,0.01,
767.000,1E-8,
766.000,1E-8,
765.000,1E-8,
764.000,1E-8,
763.000,1E-8,
762.000,0.01,
761.000,0.01,
760.000,1E-8,
759.000,1E-8,
758.000,1E-8,
757.000,0.01,
756.000,0.01,
755.000,0.01,
754.000,0.01,
753.000,1E-8,
752.000,1E-8,
751.000,0.01,
750.000,0.01,
749.000,0.01,
748.000,1E-8,
747.000,1E-8,
746.000,1E-8,
745.000,1E-8,
744.000,1E-8,
743.000,1E-8,
742.000,1E-8,
741.000,1E-8,
740.000,1E-8,
739.000,1E-8,
738.000,1E-8,
737.000,1E-8,
736.000,1E-8,
735.000,1E-8,
734.000,1E-8,
733.000,1E-8,
732.000,1E-8,
731.000,1E-8,
730.000,0.01,
729.000,0.01,
728.000,0.01,
727.000,1E-8,
726.000,1E-8,
725.000,1E-8,
724.000,1E-8,
723.000,1E-8,
722.000,1E-8,
721.000,1E-8,
720.000,1E-8,
719.000,1E-8,
718.000,1E-8,
717.000,1E-8,
716.000,1E-8,
715.000,0.01,
714.000,0.01,
713.000,1E-8,
712.000,1E-8,
711.000,1E-8,
710.000,1E-8,
709.000,1E-8,
708.000,1E-8,
707.000,1E-8,
706.000,0.01,
705.000,0.01,
704.000,0.01,
703.000,0.01,
702.000,1E-8,
701.000,1E-8,
700.000,1E-8,
699.000,1E-8,
698.000,1E-8,
697.000,1E-8,
696.000,0.01,
695.000,0.01,
694.000,0.01,
693.000,0.01,
692.000,0.01,
691.000,0.01,
690.000,0.01,
689.000,0.01,
688.000,0.01,
687.000,0.01,
686.000,0.01,
685.000,0.01,
684.000,0.01,
683.000,0.01,
682.000,0.01,
681.000,1E-8,
680.000,1E-8,
679.000,1E-8,
678.000,1E-8,
677.000,1E-8,
676.000,1E-8,
675.000,0.01,
674.000,0.01,
673.000,0.01,
672.000,0.01,
671.000,0.01,
670.000,0.01,
669.000,1E-8,
668.000,1E-8,
667.000,1E-8,
666.000,1E-8,
665.000,1E-8,
664.000,0.01,
663.000,0.01,
662.000,0.01,
661.000,0.01,
660.000,1E-8,
659.000,1E-8,
658.000,1E-8,
657.000,1E-8,
656.000,1E-8,
655.000,0.01,
654.000,0.01,
653.000,1E-8,
652.000,0.01,
651.000,0.02,
650.000,0.02,
649.000,0.02,
648.000,0.02,
647.000,0.02,
646.000,0.02,
645.000,0.02,
644.000,0.01,
643.000,1E-8,
642.000,1E-8,
641.000,0.01,
640.000,0.01,
639.000,1E-8,
638.000,1E-8,
637.000,0.01,
636.000,0.01,
635.000,0.01,
634.000,0.01,
633.000,0.01,
632.000,0.02,
631.000,0.02,
630.000,0.02,
629.000,0.01,
628.000,0.01,
627.000,0.01,
626.000,0.01,
625.000,0.01,
624.000,0.01,
623.000,0.01,
622.000,0.01,
621.000,0.01,
620.000,0.02,
619.000,0.02,
618.000,0.02,
617.000,0.02,
616.000,0.02,
615.000,0.02,
614.000,0.01,
613.000,0.01,
612.000,1E-8,
611.000,1E-8,
610.000,0.01,
609.000,0.01,
608.000,0.01,
607.000,0.01,
606.000,0.01,
605.000,0.01,
604.000,0.01,
603.000,1E-8,
602.000,1E-8,
601.000,0.01,
600.000,0.01,
599.000,1E-8,
598.000,0.01,
597.000,0.01,
596.000,0.01,
595.000,0.02,
594.000,0.01,
593.000,0.01,
592.000,0.01,
591.000,0.01,
590.000,0.01,
589.000,0.01,
588.000,0.01,
587.000,1E-8,
586.000,0.01,
585.000,0.01,
584.000,0.01,
583.000,0.01,
582.000,0.01,
581.000,0.01,
580.000,1E-8,
579.000,0.01,
578.000,0.01,
577.000,0.01,
576.000,0.01,
575.000,0.01,
574.000,0.01,
573.000,0.01,
572.000,0.01,
571.000,0.01,
570.000,0.01,
569.000,0.01,
568.000,0.01,
567.000,1E-8,
566.000,0.01,
565.000,0.01,
564.000,0.01,
563.000,0.01,
562.000,0.01,
561.000,0.01,
560.000,0.02,
559.000,0.02,
558.000,0.02,
557.000,0.01,
556.000,1E-8,
555.000,0.01,
554.000,0.01,
553.000,0.02,
552.000,0.02,
551.000,0.02,
550.000,0.02,
549.000,0.01,
548.000,0.01,
547.000,0.01,
546.000,0.01,
545.000,0.01,
544.000,0.01,
543.000,0.02,
542.000,0.01,
541.000,0.01,
540.000,1E-8,
539.000,0.01,
538.000,0.01,
537.000,0.01,
536.000,1E-8,
535.000,0.01,
534.000,0.01,
533.000,0.01,
532.000,1E-8,
531.000,0.01,
530.000,0.01,
529.000,0.01,
528.000,0.01,
527.000,0.02,
526.000,0.02,
525.000,0.02,
524.000,0.01,
523.000,0.01,
522.000,0.01,
521.000,0.02,
520.000,0.03,
519.000,0.03,
518.000,0.02,
517.000,0.01,
516.000,0.01,
515.000,0.01,
514.000,0.01,
513.000,0.02,
512.000,0.02,
511.000,0.03,
510.000,0.02,
509.000,0.02,
508.000,0.01,
507.000,0.01,
506.000,1E-8,
505.000,1E-8,
504.000,0.01,
503.000,0.01,
502.000,0.01,
501.000,0.01,
500.000,0.03,
499.000,0.03,
498.000,0.03,
497.000,0.02,
496.000,0.01,
495.000,0.01,
494.000,0.02,
493.000,0.02,
492.000,0.02,
491.000,0.02,
490.000,0.01,
489.000,0.02,
488.000,0.02,
487.000,0.02,
486.000,0.02,
485.000,0.02,
484.000,0.03,
483.000,0.05,
482.000,0.07,
481.000,0.08,
480.000,0.07,
479.000,0.05,
478.000,0.03,
477.000,0.02,
476.000,0.01,
475.000,1E-8,
474.000,1E-8,
473.000,0.02,
472.000,0.04,
471.000,0.06,
470.000,0.08,
469.000,0.1,
468.000,0.1,
467.000,0.09,
466.000,0.08,
465.000,0.08,
464.000,0.06,
463.000,0.05,
462.000,0.03,
461.000,0.03,
460.000,0.05,
459.000,0.06,
458.000,0.07,
457.000,0.09,
456.000,0.1,
455.000,0.11,
454.000,0.11,
453.000,0.08,
452.000,0.06,
451.000,0.04,
450.000,0.04,
449.000,0.06,
448.000,0.07,
447.000,0.08,
446.000,0.1,
445.000,0.11,
444.000,0.11,
443.000,0.1,
442.000,0.06,
441.000,0.02,
440.000,0.01,
439.000,0.02,
438.000,0.02,
437.000,0.02,
436.000,0.03,
435.000,0.03,
434.000,0.04,
433.000,0.03,
432.000,0.02,
431.000,0.03,
430.000,0.06,
429.000,0.07,
428.000,0.05,
427.000,0.06,
426.000,0.06,
425.000,0.05,
424.000,0.04,
423.000,0.05,
422.000,0.07,
421.000,0.1,
420.000,0.11,
419.000,0.12,
418.000,0.11,
417.000,0.11,
416.000,0.12,
415.000,0.1,
414.000,0.07,
413.000,0.08,
412.000,0.13,
411.000,0.15,
410.000,0.13,
409.000,0.12,
408.000,0.13,
407.000,0.17,
406.000,0.2,
405.000,0.23,
404.000,0.25,
403.000,0.29,
402.000,0.34,
401.000,0.36,
400.000,0.31,
