;Part of: cyclohexanone with sp;
5958,963;7,69617;
5960,891;7,92963;
5962,820;8,18031;
5964,748;8,44872;
5966,677;8,73529;
5968,605;9,04078;
5970,534;9,36637;
5972,462;9,71325;
5974,391;10,0821;
5976,319;10,4728;
5978,248;10,8846;
5980,176;11,3163;
5982,104;11,7672;
5984,033;12,2367;
5985,961;12,7238;
5987,890;13,227;
5989,818;13,7436;
5991,747;14,27;
5993,675;14,8021;
5995,604;15,3354;
5997,532;15,8653;
5999,461;16,387;
6001,389;16,8958;
6003,318;17,3868;
6005,246;17,8551;
6007,175;18,295;
6009,103;18,7004;
6011,031;19,0641;
6012,960;19,3795;
6014,888;19,6406;
6016,817;19,8435;
6018,745;19,9858;
6020,674;20,0668;
6022,602;20,0857;
6024,531;20,0421;
6026,459;19,9356;
6028,388;19,7667;
6030,316;19,5374;
6032,245;19,2516;
6034,173;18,9143;
6036,102;18,5314;
6038,030;18,1091;
6039,958;17,6537;
6041,887;17,172;
6043,815;16,6706;
6045,744;16,1556;
6047,672;15,6321;
6049,601;15,1045;
6051,529;14,5766;
6053,458;14,0519;
6055,386;13,5343;
6057,315;13,0279;
6059,243;12,5365;
6061,172;12,0633;
6063,100;11,6102;
6065,029;11,1781;
6066,957;10,7666;
6068,885;10,3748;
6070,814;10,002;
6072,742;9,64807;
6074,671;9,31346;
6076,599;8,99906;
6078,528;8,7054;
6080,456;8,43211;
6082,385;8,17768;
6084,313;7,93974;
6086,242;7,71577;
6088,170;7,50395;
6090,099;7,30383;
6092,027;7,11641;
6093,956;6,94357;
6095,884;6,78703;
6097,812;6,64732;
6099,741;6,52317;
6101,669;6,41178;
6103,598;6,30977;
6105,526;6,21435;
6107,455;6,12423;
6109,383;6,03975;
6111,312;5,96237;
6113,240;5,89376;
6115,169;5,83504;
6117,097;5,78642;
6119,026;5,74734;
6120,954;5,71685;
6122,883;5,69401;
6124,811;5,67819;
6126,739;5,66908;
6128,668;5,66673;
6130,596;5,67143;
6132,525;5,68366;
6134,453;5,70404;
6136,382;5,73317;
6138,310;5,77139;
6140,239;5,81864;
6142,167;5,87443;
6144,096;5,93804;
6146,024;6,00884;
6147,953;6,08673;
6149,881;6,17228;
6151,810;6,26672;
6153,738;6,37154;
6155,666;6,48796;
6157,595;6,61646;
6159,523;6,75671;
6161,452;6,90801;
6163,380;7,07;
6165,309;7,24337;
6167,237;7,42994;
6169,166;7,63204;
6171,094;7,85145;
6173,023;8,0886;
6174,951;8,34255;
6176,880;8,61189;
6178,808;8,89592;
6180,737;9,19541;
6182,665;9,51249;
6184,593;9,84967;
6186,522;10,2087;
6188,450;10,59;
6190,379;10,9924;
6192,307;11,4141;
6194,236;11,8528;
6196,164;12,3065;
6198,093;12,7738;
6200,021;13,2533;
6201,950;13,7445;
6203,878;14,2462;
6205,807;14,7571;
6207,735;15,274;
6209,664;15,7919;
6211,592;16,304;
6213,520;16,8029;
6215,449;17,2815;
6217,377;17,735;
6219,306;18,16;
6221,234;18,554;
6223,163;18,9137;
6225,091;19,2341;
6227,020;19,5087;
6228,948;19,7315;
6230,877;19,8983;
6232,805;20,0081;
6234,734;20,0613;
6236,662;20,059;
6238,591;20,0008;
6240,519;19,8854;
6242,447;19,7122;
6244,376;19,4832;
6246,304;19,2033;
6248,233;18,8796;
6250,161;18,5192;
6252,090;18,1276;
6254,018;17,7083;
6255,947;17,2644;
6257,875;16,7994;
6259,804;16,3185;
6261,732;15,8279;
6263,661;15,3337;
6265,589;14,8415;
6267,518;14,3554;
6269,446;13,8785;
6271,374;13,4128;
6273,303;12,9592;
6275,231;12,5182;
6277,160;12,0896;
6279,088;11,6738;
6281,017;11,2716;
6282,945;10,8846;
6284,874;10,5147;
6286,802;10,1632;
6288,731;9,83048;
6290,659;9,51609;
6292,588;9,21937;
6294,516;8,93966;
6296,445;8,67646;
6298,373;8,42924;
6300,302;8,19724;
6302,230;7,97951;
6304,158;7,77515;
6306,087;7,58358;
6308,015;7,40467;
6309,944;7,23869;
6311,872;7,08593;
6313,801;6,94635;
6315,729;6,81933;
6317,658;6,70369;
6319,586;6,59788;
6321,515;6,50049;
6323,443;6,41069;
6325,372;6,32851;
6327,300;6,25466;
6329,229;6,19009;
6331,157;6,13535;
6333,085;6,09032;
6335,014;6,05423;
6336,942;6,02615;
6338,871;6,00557;
6340,799;5,99262;
6342,728;5,9879;
6344,656;5,992;
6346,585;6,00501;
6348,513;6,02639;
6350,442;6,05525;
6352,370;6,09096;
6354,299;6,13358;
6356,227;6,18401;
6358,156;6,24353;
6360,084;6,31321;
6362,012;6,39327;
6363,941;6,48314;
6365,869;6,58202;
6367,798;6,68971;
6369,726;6,80721;
6371,655;6,93644;
6373,583;7,07924;
6375,512;7,23625;
6377,440;7,40652;
6379,369;7,58824;
6381,297;7,78028;
6383,226;7,9834;
6385,154;8,2003;
6387,083;8,43441;
6389,011;8,68823;
6390,939;8,96223;
6392,868;9,25515;
6394,796;9,56517;
6396,725;9,89116;
6398,653;10,2331;
6400,582;10,5915;
6402,510;10,9666;
6404,439;11,3581;
6406,367;11,7653;
6408,296;12,1875;
6410,224;12,6245;
6412,153;13,0759;
6414,081;13,5401;
6416,010;14,0142;
6417,938;14,4943;
6419,866;14,9761;
6421,795;15,4556;
6423,723;15,9299;
6425,652;16,3956;
6427,580;16,8487;
6429,509;17,2841;
6431,437;17,6956;
6433,366;18,0773;
6435,294;18,4241;
6437,223;18,7323;
6439,151;18,9988;
6441,080;19,2205;
6443,008;19,3942;
6444,937;19,5167;
6446,865;19,586;
6448,793;19,6013;
6450,722;19,5629;
6452,650;19,4715;
6454,579;19,3271;
6456,507;19,1302;
6458,436;18,8823;
6460,364;18,5874;
6462,293;18,252;
6464,221;17,8836;
6466,150;17,4892;
6468,078;17,0733;
6470,007;16,6388;
6471,935;16,1875;
6473,864;15,7225;
6475,792;15,2482;
6477,720;14,77;
6479,649;14,2931;
6481,577;13,8216;
6483,506;13,358;
6485,434;12,9042;
6487,363;12,462;
6489,291;12,0337;
6491,220;11,6209;
6493,148;11,2248;
6495,077;10,8453;
6497,005;10,4819;
6498,934;10,1341;
6500,862;9,80248;
6502,791;9,48828;
6504,719;9,19264;
6506,647;8,91601;
6508,576;8,65788;
6510,504;8,41707;
6512,433;8,19234;
6514,361;7,98265;
6516,290;7,78714;
6518,218;7,60491;
6520,147;7,43501;
6522,075;7,27662;
6524,004;7,12934;
6525,932;6,99312;
6527,861;6,86798;
6529,789;6,75368;
6531,718;6,64971;
6533,646;6,55556;
6535,574;6,47101;
6537,503;6,39622;
6539,431;6,33139;
6541,360;6,27636;
6543,288;6,23049;
6545,217;6,19284;
6547,145;6,16245;
6549,074;6,1386;
6551,002;6,12083;
6552,931;6,10899;
6554,859;6,10334;
6556,788;6,1046;
6558,716;6,11385;
6560,645;6,13219;
6562,573;6,16045;
6564,501;6,19905;
6566,430;6,24813;
6568,358;6,30756;
6570,287;6,37686;
6572,215;6,45491;
6574,144;6,54015;
6576,072;6,63128;
6578,001;6,72821;
6579,929;6,83246;
6581,858;6,94658;
6583,786;7,07271;
6585,715;7,21139;
6587,643;7,36166;
6589,572;7,52239;
6591,500;7,69387;
6593,428;7,87837;
6595,357;8,07911;
6597,285;8,29832;
6599,214;8,53596;
6601,142;8,78994;
6603,071;9,05777;
6604,999;9,33847;
6606,928;9,63332;
6608,856;9,9451;
6610,785;10,2763;
6612,713;10,6278;
6614,642;10,9985;
6616,570;11,3861;
6618,499;11,7884;
6620,427;12,204;
6622,355;12,6324;
6624,284;13,0727;
6626,212;13,5228;
6628,141;13,9794;
6630,069;14,4387;
6631,998;14,8975;
6633,926;15,354;
6635,855;15,8073;
6637,783;16,2562;
6639,712;16,6977;
6641,640;17,1265;
6643,569;17,5358;
6645,497;17,9188;
6647,426;18,2702;
6649,354;18,5867;
6651,282;18,8664;
6653,211;19,1075;
6655,139;19,3073;
6657,068;19,4621;
6658,996;19,5683;
6660,925;19,623;
6662,853;19,6249;
6664,782;19,5747;
6666,710;19,4741;
6668,639;19,3255;
6670,567;19,1312;
6672,496;18,8938;
6674,424;18,6162;
6676,353;18,3027;
6678,281;17,9587;
6680,209;17,5901;
6682,138;17,2026;
6684,066;16,8003;
6685,995;16,3859;
6687,923;15,9612;
6689,852;15,5278;
6691,780;15,0886;
6693,709;14,647;
6695,637;14,207;
6697,566;13,7721;
6699,494;13,3447;
6701,423;12,9259;
6703,351;12,5164;
6705,280;12,1172;
6707,208;11,7298;
6709,136;11,3565;
6711,065;10,9994;
6712,993;10,6594;
6714,922;10,3361;
6716,850;10,028;
6718,779;9,73343;
6720,707;9,4516;
6722,636;9,18296;
6724,564;8,92859;
6726,493;8,68932;
6728,421;8,46506;
6730,350;8,25473;
6732,278;8,05674;
6734,207;7,8698;
6736,135;7,69347;
6738,063;7,5284;
6739,992;7,37603;
6741,920;7,23779;
6743,849;7,11421;
6745,777;7,00447;
6747,706;6,90654;
6749,634;6,81828;
6751,563;6,73841;
6753,491;6,66681;
6755,420;6,60385;
6757,348;6,54916;
6759,277;6,50109;
6761,205;6,45756;
6763,134;6,41771;
6765,062;6,38325;
6766,991;6,35813;
6768,919;6,34662;
6770,847;6,35073;
6772,776;6,36903;
6774,704;6,39743;
6776,633;6,43148;
6778,561;6,46863;
6780,490;6,50906;
6782,418;6,55507;
6784,347;6,6096;
6786,275;6,67488;
6788,204;6,75184;
6790,132;6,84018;
6792,061;6,93887;
6793,989;7,0468;
6795,918;7,16334;
6797,846;7,28874;
6799,774;7,4241;
6801,703;7,571;
6803,631;7,73084;
6805,560;7,90436;
6807,488;8,09175;
6809,417;8,29304;
6811,345;8,50864;
6813,274;8,73937;
6815,202;8,98598;
6817,131;9,24848;
6819,059;9,52592;
6820,988;9,81697;
6822,916;10,121;
6824,845;10,439;
6826,773;10,7736;
6828,701;11,1274;
6830,630;11,5016;
6832,558;11,8941;
6834,487;12,3005;
6836,415;12,7151;
6838,344;13,134;
6840,272;13,5559;
6842,201;13,9822;
6844,129;14,4143;
6846,058;14,8515;
6847,986;15,2901;
6849,915;15,7237;
6851,843;16,1456;
6853,772;16,5503;
6855,700;16,9346;
6857,628;17,2965;
6859,557;17,6342;
6861,485;17,9453;
6863,414;18,2262;
6865,342;18,4732;
6867,271;18,6823;
6869,199;18,8495;
6871,128;18,9704;
6873,056;19,0416;
6874,985;19,0614;
6876,913;19,0312;
6878,842;18,9544;
6880,770;18,8353;
6882,699;18,6766;
6884,627;18,4784;
6886,555;18,2403;
6888,484;17,9633;
6890,412;17,6516;
6892,341;17,3116;
6894,269;16,9497;
6896,198;16,57;
6898,126;16,1736;
6900,055;15,7602;
6901,983;15,3312;
6903,912;14,8902;
6905,840;14,4431;
6907,769;13,9963;
6909,697;13,5548;
6911,626;13,1224;
6913,554;12,7013;
6915,482;12,2928;
6917,411;11,8977;
6919,339;11,5162;
6921,268;11,1489;
6923,196;10,7967;
6925,125;10,4611;
6927,053;10,144;
6928,982;9,84645;
6930,910;9,56828;
6932,839;9,30759;
6934,767;9,06136;
6936,696;8,82617;
6938,624;8,59927;
6940,553;8,37936;
6942,481;8,16711;
6944,409;7,965;
6946,338;7,77641;
6948,266;7,60435;
6950,195;7,45027;
6952,123;7,31383;
6954,052;7,19344;
6955,980;7,08705;
6957,909;6,99262;
6959,837;6,90831;
6961,766;6,83242;
6963,694;6,76354;
6965,623;6,70074;
6967,551;6,64362;
6969,480;6,59236;
6971,408;6,54748;
6973,336;6,50979;
6975,265;6,48011;
6977,193;6,4591;
6979,122;6,44696;
6981,050;6,44324;
6982,979;6,44695;
6984,907;6,45707;
6986,836;6,47341;
6988,764;6,49722;
6990,693;6,53104;
6992,621;6,57756;
6994,550;6,63801;
6996,478;6,7111;
6998,407;6,79327;
7000,335;6,8802;
7002,263;6,96891;
7004,192;7,05919;
7006,120;7,15395;
7008,049;7,25836;
7009,977;7,3781;
7011,906;7,51754;
7013,834;7,67818;
7015,763;7,85802;
7017,691;8,05202;
7019,620;8,25379;
7021,548;8,45826;
7023,477;8,66431;
7025,405;8,87601;
7027,334;9,10156;
7029,262;9,35;
7031,190;9,62701;
7033,119;9,93184;
7035,047;10,2575;
7036,976;10,595;
7038,904;10,9378;
7040,833;11,2851;
7042,761;11,6396;
7044,690;12,0048;
7046,618;12,3831;
7048,547;12,7752;
7050,475;13,1817;
7052,404;13,6028;
7054,332;14,0366;
7056,261;14,478;
7058,189;14,9189;
7060,117;15,3523;
7062,046;15,776;
7063,974;16,1925;
7065,903;16,6054;
7067,831;17,0139;
7069,760;17,411;
7071,688;17,7859;
7073,617;18,13;
7075,545;18,4398;
7077,474;18,7155;
7079,402;18,9564;
7081,331;19,158;
7083,259;19,3139;
7085,188;19,4206;
7087,116;19,4808;
7089,044;19,5015;
7090,973;19,489;
7092,901;19,4449;
7094,830;19,3646;
7096,758;19,2389;
7098,687;19,0584;
7100,615;18,8175;
7102,544;18,5177;
7104,472;18,1693;
7106,401;17,7905;
7108,329;17,4023;
7110,258;17,0209;
7112,186;16,6519;
7114,115;16,2902;
7116,043;15,9256;
7117,971;15,5503;
7119,900;15,1623;
7121,828;14,7649;
7123,757;14,3629;
7125,685;13,96;
7127,614;13,5586;
7129,542;13,1602;
7131,471;12,7665;
7133,399;12,3783;
7135,328;11,9951;
7137,256;11,6153;
7139,185;11,2367;
7141,113;10,8586;
7143,042;10,4829;
7144,970;10,116;
7146,898;9,76868;
7148,827;9,45344;
7150,755;9,18017;
7152,684;8,95123;
7154,612;8,75958;
7156,541;8,591;
7158,469;8,42963;
7160,398;8,26455;
7162,326;8,09425;
7164,255;7,92617;
7166,183;7,77133;
7168,112;7,63753;
7170,040;7,52575;
7171,969;7,43095;
7173,897;7,34556;
7175,825;7,26308;
7177,754;7,18037;
7179,682;7,09779;
7181,611;7,01756;
7183,539;6,94175;
7185,468;6,8715;
7187,396;6,80777;
7189,325;6,75231;
7191,253;6,70773;
7193,182;6,676;
7195,110;6,65672;
7197,039;6,64697;
7198,967;6,64351;
7200,896;6,64557;
7202,824;6,65606;
7204,752;6,68029;
7206,681;6,7231;
7208,609;6,78629;
7210,538;6,86771;
7212,466;6,96238;
7214,395;7,06438;
7216,323;7,16841;
7218,252;7,2709;
7220,180;7,371;
7222,109;7,47164;
7224,037;7,57953;
7225,966;7,70308;
7227,894;7,84867;
7229,823;8,01682;
7231,751;8,20141;
7233,680;8,39324;
7235,608;8,58622;
7237,536;8,78191;
7239,465;8,98897;
7241,393;9,21805;
7243,322;9,47537;
7245,250;9,75894;
7247,179;10,0599;
7249,107;10,3682;
7251,036;10,678;
7252,964;10,9911;
7254,893;11,314;
7256,821;11,6533;
7258,750;12,0119;
7260,678;12,388;
7262,607;12,7768;
7264,535;13,1738;
7266,463;13,5766;
7268,392;13,9846;
7270,320;14,3964;
7272,249;14,8088;
7274,177;15,2157;
7276,106;15,61;
7278,034;15,9863;
7279,963;16,343;
7281,891;16,6825;
7283,820;17,0079;
7285,748;17,3199;
7287,677;17,6142;
7289,605;17,8815;
7291,534;18,1107;
7293,462;18,2938;
7295,390;18,4283;
7297,319;18,517;
7299,247;18,566;
7301,176;18,5806;
7303,104;18,5637;
7305,033;18,5154;
7306,961;18,4346;
7308,890;18,3199;
7310,818;18,1703;
7312,747;17,9857;
7314,675;17,7658;
7316,604;17,5098;
7318,532;17,2162;
7320,461;16,8847;
7322,389;16,5174;
7324,317;16,1219;
7326,246;15,7105;
7328,174;15,2977;
7330,103;14,895;
7332,031;14,5063;
7333,960;14,1269;
7335,888;13,7464;
7337,817;13,355;
7339,745;12,9491;
7341,674;12,5338;
7343,602;12,1205;
7345,531;11,7219;
7347,459;11,3475;
7349,388;11,0006;
7351,316;10,6784;
7353,244;10,3739;
7355,173;10,0802;
7357,101;9,79284;
7359,030;9,51262;
7360,958;9,24427;
7362,887;8,99374;
7364,815;8,76457;
7366,744;8,55596;
7368,672;8,36375;
7370,601;8,18361;
7372,529;8,01404;
7374,458;7,85697;
7376,386;7,71559;
7378,315;7,59124;
7380,243;7,48159;
7382,171;7,3815;
7384,100;7,28564;
7386,028;7,19114;
7387,957;7,09873;
7389,885;7,0121;
7391,814;6,93599;
7393,742;6,87419;
7395,671;6,82807;
7397,599;6,79626;
7399,528;6,7755;
7401,456;6,7624;
7403,385;6,75509;
7405,313;6,75362;
7407,242;6,75884;
7409,170;6,77061;
7411,098;6,78698;
7413,027;6,80542;
7414,955;6,82537;
7416,884;6,84997;
7418,812;6,88529;
7420,741;6,93727;
7422,669;7,00846;
7424,598;7,09703;
7426,526;7,19858;
7428,455;7,30922;
7430,383;7,42751;
7432,312;7,55395;
7434,240;7,68876;
7436,169;7,83013;
7438,097;7,97415;
7440,025;8,11684;
7441,954;8,2568;
7443,882;8,397;
7445,811;8,54486;
7447,739;8,71044;
7449,668;8,90342;
7451,596;9,1297;
7453,525;9,389;
7455,453;9,67459;
7457,382;9,97603;
7459,310;10,2839;
7461,239;10,5945;
7463,167;10,9112;
7465,096;11,2425;
7467,024;11,5965;
7468,952;11,9754;
7470,881;12,3731;
7472,809;12,7779;
7474,738;13,1784;
7476,666;13,569;
7478,595;13,9525;
7480,523;14,3371;
7482,452;14,7306;
7484,380;15,1346;
7486,309;15,5436;
7488,237;15,9483;
7490,166;16,3408;
7492,094;16,7189;
7494,023;17,086;
7495,951;17,4477;
7497,879;17,8068;
7499,808;18,1607;
7501,736;18,4999;
7503,665;18,8105;
7505,593;19,0778;
7507,522;19,291;
7509,450;19,4468;
7511,379;19,5496;
7513,307;19,6076;
7515,236;19,6258;
7517,164;19,6013;
7519,093;19,5233;
7521,021;19,3811;
7522,950;19,1738;
7524,878;18,9167;
7526,806;18,6369;
7528,735;18,3623;
7530,663;18,1073;
7532,592;17,8675;
7534,520;17,6247;
7536,449;17,3595;
7538,377;17,0624;
7540,306;16,7373;
7542,234;16,3945;
7544,163;16,0394;
7546,091;15,6657;
7548,020;15,2566;
7549,948;14,7954;
7551,877;14,2792;
7553,805;13,7266;
7555,733;13,1756;
7557,662;12,6696;
7559,590;12,2398;
7561,519;11,8929;
7563,447;11,6114;
7565,376;11,3636;
7567,304;11,1177;
7569,233;10,8528;
7571,161;10,5631;
7573,090;10,2565;
7575,018;9,94908;
7576,947;9,65824;
7578,875;9,39588;
7580,804;9,16451;
7582,732;8,957;
7584,660;8,7609;
7586,589;8,56531;
7588,517;8,36717;
7590,446;8,17341;
7592,374;7,99757;
7594,303;7,85243;
7596,231;7,74276;
7598,160;7,66214;
7600,088;7,59568;
7602,017;7,52701;
7603,945;7,44575;
7605,874;7,35173;
7607,802;7,25366;
7609,731;7,16317;
7611,659;7,08775;
7613,587;7,02713;
7615,516;6,97539;
7617,444;6,92722;
7619,373;6,88339;
7621,301;6,85088;
7623,230;6,83753;
7625,158;6,84535;
7627,087;6,86835;
7629,015;6,89669;
7630,944;6,92417;
7632,872;6,95301;
7634,801;6,99235;
7636,729;7,05162;
7638,658;7,13423;
7640,586;7,23591;
7642,514;7,34839;
7644,443;7,46448;
7646,371;7,58087;
7648,300;7,69755;
7650,228;7,81586;
7652,157;7,93746;
7654,085;8,06515;
7656,014;8,20365;
7657,942;8,35872;
7659,871;8,53446;
7661,799;8,73076;
7663,728;8,94324;
7665,656;9,16592;
7667,585;9,39491;
7669,513;9,63061;
7671,441;9,87721;
7673,370;10,14;
7675,298;10,4221;
7677,227;10,7228;
7679,155;11,0374;
7681,084;11,3599;
7683,012;11,6855;
7684,941;12,0131;
7686,869;12,3448;
7688,798;12,6845;
7690,726;13,0351;
7692,655;13,3964;
7694,583;13,7653;
7696,512;14,1374;
7698,440;14,5084;
7700,369;14,8757;
7702,297;15,2365;
7704,225;15,5871;
7706,154;15,9218;
7708,082;16,2343;
7710,011;16,5202;
7711,939;16,7789;
7713,868;17,0133;
7715,796;17,2266;
7717,725;17,419;
7719,653;17,5859;
7721,582;17,7191;
7723,510;17,8109;
7725,439;17,8575;
7727,367;17,86;
7729,296;17,8229;
7731,224;17,7507;
7733,152;17,6462;
7735,081;17,5094;
7737,009;17,3397;
7738,938;17,1371;
7740,866;16,9038;
7742,795;16,6436;
7744,723;16,3615;
7746,652;16,0625;
7748,580;15,7501;
7750,509;15,426;
7752,437;15,0902;
7754,366;14,7428;
7756,294;14,3861;
7758,223;14,0253;
7760,151;13,6667;
7762,079;13,3147;
7764,008;12,9687;
7765,936;12,6243;
7767,865;12,2766;
7769,793;11,9251;
7771,722;11,5747;
7773,650;11,233;
7775,579;10,9048;
7777,507;10,5902;
7779,436;10,2868;
7781,364;9,99468;
7783,293;9,72072;
7785,221;9,47582;
7787,150;9,26776;
7789,078;9,09363;
7791,006;8,9381;
7792,935;8,77951;
7794,863;8,60078;
7796,792;8,39827;
7798,720;8,18334;
7800,649;7,9759;
