,kine_135610_0,kine_135610_1,kine_135610_2,kine_135610_3,kine_135610_4,kine_135610_5,kine_135610_6,kine_135610_7,kine_135610_8,kine_135610_10,kine_135610_11,kine_135610_12,kine_135610_13,kine_135610_14,kine_135610_15,kine_135610_16,kine_135610_17,kine_135610_18,kine_135610_19,kine_135610_20,kine_135610_21,kine_135610_22,kine_135610_23,kine_135610_24,kine_135610_25,kine_135610_26,kine_135610_27,kine_135610_28,kine_135610_29,kine_135610_30,kine_135610_31,kine_135610_33,kine_135610_34,kine_135610_35,kine_135610_36,kine_135610_37,kine_135610_38,kine_135610_39,kine_135610_40,kine_135610_41,kine_135610_42,kine_135610_43,kine_135610_44,kine_135610_45,kine_135610_46,kine_135610_47,kine_135610_48,kine_135610_49,kine_135610_50,kine_135610_51,kine_135610_52,kine_135610_53,kine_135610_54,kine_135610_55,kine_135610_56,kine_135610_57,kine_135610_58,kine_135610_59,kine_135610_60,kine_135610_61,kine_135610_62,kine_135610_63,kine_135610_64,kine_135610_65,kine_135610_66,kine_135610_67,kine_135610_68,kine_135610_69,kine_135610_70,kine_135610_71,kine_135610_72,kine_135610_73,kine_135610_74,kine_135610_75,kine_135610_76,kine_135610_77,kine_135610_78,kine_135610_79,kine_135610_80,kine_135610_81,kine_135610_82,kine_135610_83,kine_135610_84,kine_135610_85,kine_135610_86,kine_135610_87,kine_135610_88,kine_135610_89,kine_135610_90,kine_135610_91,kine_135610_92,kine_135610_93,kine_135610_94,kine_135610_95,kine_135610_96,kine_135610_97,kine_135610_98,kine_135610_99,kine_135610_100,kine_135610_101,kine_135610_102,kine_135610_103,
517.000,0.67598,0.66873,0.65965,0.6518,0.64417,0.63784,0.6314,0.62518,0.61906,0.61308,0.6091,0.60402,0.59978,0.59498,0.59063,0.58646,0.58349,0.57928,0.57566,0.57228,0.57017,0.56662,0.56423,0.56214,0.5589,0.55665,0.55406,0.55207,0.54947,0.54784,0.54549,0.54383,0.54262,0.54047,0.54047,0.53864,0.53679,0.53545,0.53545,0.53496,0.53294,0.53154,0.53024,0.52874,0.52729,0.52638,0.52512,0.52348,0.52278,0.52163,0.52041,0.52018,0.51932,0.51865,0.51724,0.51613,0.51584,0.51479,0.51359,0.51349,0.51241,0.51272,0.5105,0.50964,0.50969,0.50838,0.5083,0.50689,0.50681,0.50552,0.50579,0.5053,0.50328,0.5035,0.50222,0.50182,0.50159,0.50046,0.50109,0.50016,0.49973,0.49884,0.49904,0.49848,0.49738,0.49654,0.49942,0.50072,0.50014,0.49931,0.49953,0.49829,0.49729,0.49752,0.49726,0.49713,0.4963,0.49518,0.49524,0.49361,0.49445,0.49341,
518.000,0.67158,0.66257,0.65421,0.64529,0.63832,0.62984,0.62357,0.61639,0.61106,0.60512,0.59966,0.59536,0.58994,0.58544,0.58073,0.5766,0.57349,0.56791,0.56528,0.56205,0.55863,0.55571,0.55267,0.54959,0.54656,0.54443,0.54188,0.53986,0.53756,0.53489,0.53277,0.53164,0.52896,0.5272,0.5272,0.5249,0.52304,0.5228,0.5228,0.51974,0.51834,0.517,0.51508,0.51545,0.51371,0.51151,0.51096,0.5092,0.50758,0.50641,0.50611,0.50424,0.50305,0.50219,0.50191,0.50076,0.49978,0.49877,0.49767,0.49712,0.49653,0.49499,0.49512,0.49348,0.49287,0.49142,0.49098,0.49013,0.48906,0.48874,0.48727,0.48701,0.48601,0.48576,0.48504,0.48412,0.48255,0.4823,0.48285,0.48264,0.48186,0.48128,0.48075,0.48008,0.47882,0.47816,0.48142,0.48356,0.48261,0.48154,0.48154,0.48115,0.48023,0.47919,0.47805,0.47814,0.47767,0.47748,0.47667,0.47607,0.47525,0.47489,
519.000,0.66225,0.65314,0.64431,0.63568,0.62694,0.61906,0.61202,0.60472,0.59889,0.59226,0.58663,0.58167,0.57563,0.57079,0.56657,0.56175,0.55783,0.55429,0.55011,0.54582,0.54222,0.53939,0.53662,0.53413,0.53063,0.52748,0.52546,0.5224,0.51949,0.51779,0.51529,0.51354,0.51049,0.5086,0.5086,0.50731,0.50439,0.50411,0.50411,0.50195,0.50007,0.49858,0.49641,0.49484,0.49353,0.49153,0.49107,0.48983,0.48806,0.48775,0.48667,0.48509,0.48435,0.48278,0.48208,0.48109,0.48097,0.47968,0.47831,0.47759,0.47629,0.47539,0.4747,0.47328,0.47272,0.47165,0.46999,0.46996,0.46844,0.46837,0.46736,0.46621,0.46604,0.46577,0.46511,0.46397,0.4629,0.46194,0.46257,0.46157,0.46141,0.46063,0.46017,0.45908,0.45882,0.45822,0.46024,0.46334,0.46252,0.46107,0.46006,0.45996,0.45858,0.45879,0.4582,0.45721,0.45654,0.45537,0.45547,0.45415,0.45599,0.45461,
520.000,0.65426,0.64396,0.63458,0.62482,0.6161,0.60804,0.60071,0.59301,0.58618,0.58067,0.57393,0.56867,0.56271,0.55777,0.55244,0.54818,0.54358,0.53923,0.5351,0.53185,0.52772,0.52481,0.52097,0.51829,0.51468,0.51236,0.50922,0.50638,0.50452,0.50176,0.49896,0.49697,0.49491,0.49286,0.49286,0.48986,0.48925,0.48741,0.48741,0.48555,0.48347,0.48154,0.47981,0.47929,0.47738,0.47534,0.47416,0.47288,0.47206,0.47066,0.46977,0.46837,0.46663,0.4651,0.46547,0.46359,0.46199,0.46111,0.46113,0.4603,0.4589,0.45841,0.45715,0.45637,0.45549,0.45511,0.45409,0.45289,0.45168,0.45078,0.45077,0.44929,0.44926,0.44904,0.44795,0.44757,0.44606,0.44577,0.44519,0.44555,0.44452,0.44428,0.44393,0.44365,0.44281,0.44251,0.44373,0.4457,0.44439,0.44421,0.44358,0.44343,0.4419,0.44168,0.44066,0.44076,0.4401,0.43989,0.43904,0.43885,0.43789,0.4386,
521.000,0.64467,0.63609,0.62469,0.6166,0.60752,0.59812,0.59015,0.58332,0.57531,0.56908,0.56215,0.55751,0.55095,0.54623,0.54059,0.53597,0.53133,0.52729,0.52297,0.51847,0.5152,0.51217,0.50883,0.50484,0.50245,0.49946,0.49624,0.49349,0.49071,0.48777,0.48596,0.48349,0.48138,0.47919,0.47919,0.4777,0.47613,0.47342,0.47342,0.47136,0.47036,0.46874,0.46583,0.46456,0.46429,0.46255,0.46094,0.46,0.45941,0.4582,0.45641,0.45449,0.45366,0.45251,0.45289,0.45141,0.44981,0.44903,0.44869,0.44814,0.44663,0.44561,0.44531,0.4446,0.44334,0.44316,0.44254,0.44105,0.4406,0.43967,0.43998,0.43927,0.43868,0.43799,0.43734,0.43633,0.43666,0.43568,0.43569,0.43527,0.43415,0.43388,0.4343,0.43321,0.43341,0.43245,0.43302,0.43336,0.43342,0.43244,0.43219,0.43144,0.43117,0.43117,0.4306,0.43016,0.42991,0.4294,0.42838,0.42886,0.42836,0.42886,
522.000,0.64281,0.63292,0.62223,0.61226,0.60386,0.59539,0.58765,0.57974,0.57285,0.56587,0.55859,0.55415,0.54789,0.54287,0.53703,0.53259,0.5275,0.52409,0.51875,0.5145,0.51175,0.50865,0.50473,0.50072,0.49784,0.49533,0.49257,0.48909,0.48765,0.48464,0.48242,0.48018,0.4768,0.47587,0.47587,0.47412,0.47194,0.47062,0.47062,0.46913,0.46743,0.46579,0.46454,0.46264,0.46162,0.46025,0.45908,0.45766,0.45625,0.45554,0.4544,0.45299,0.45178,0.45131,0.44994,0.44947,0.44807,0.4482,0.44688,0.44593,0.44618,0.4451,0.4444,0.44412,0.44334,0.44306,0.44174,0.44091,0.44093,0.44044,0.44007,0.43988,0.43935,0.43867,0.43872,0.43863,0.43849,0.43802,0.43715,0.43679,0.43763,0.43684,0.43612,0.43663,0.43496,0.43531,0.43401,0.4328,0.43267,0.4332,0.43226,0.43267,0.43266,0.43267,0.43205,0.4317,0.43193,0.4324,0.43174,0.43203,0.43118,0.43125,
523.000,0.64608,0.6364,0.62577,0.61603,0.60652,0.59986,0.59104,0.58423,0.57637,0.57023,0.56356,0.55813,0.55214,0.54634,0.54186,0.53678,0.53187,0.52776,0.52296,0.51978,0.51618,0.51191,0.50917,0.50588,0.50287,0.50034,0.49767,0.49518,0.49318,0.49023,0.48821,0.48551,0.48339,0.48226,0.48226,0.48032,0.47872,0.47705,0.47705,0.47576,0.4742,0.47314,0.47199,0.47,0.46906,0.46803,0.46607,0.46557,0.4639,0.4633,0.46232,0.46143,0.46117,0.4601,0.4588,0.45839,0.4572,0.45736,0.45633,0.45534,0.45406,0.45458,0.45381,0.45346,0.45349,0.45375,0.45352,0.45227,0.45206,0.45123,0.45105,0.45116,0.45102,0.4505,0.45023,0.45119,0.45108,0.45001,0.44992,0.4503,0.44985,0.44911,0.44889,0.44854,0.44804,0.44907,0.44617,0.44428,0.44404,0.44406,0.44388,0.44457,0.44358,0.44459,0.44425,0.44453,0.44463,0.44501,0.44447,0.44547,0.44536,0.44495,
524.000,0.65792,0.64854,0.63822,0.62883,0.62004,0.61256,0.60419,0.59649,0.58973,0.58398,0.57719,0.57056,0.56551,0.56046,0.55545,0.55154,0.5472,0.54282,0.53944,0.53573,0.5309,0.52858,0.52514,0.52133,0.51921,0.51607,0.51365,0.51107,0.50982,0.50777,0.50542,0.50299,0.50122,0.49923,0.49923,0.49845,0.49656,0.49541,0.49541,0.49316,0.49185,0.49129,0.4897,0.48806,0.48749,0.48582,0.48498,0.48483,0.48408,0.48336,0.48295,0.48141,0.48005,0.47881,0.4784,0.47876,0.47819,0.4771,0.47608,0.47597,0.47575,0.47538,0.47471,0.47455,0.47471,0.47508,0.4739,0.47417,0.47402,0.47344,0.47378,0.47296,0.47341,0.47294,0.47248,0.47362,0.47288,0.47312,0.47227,0.47184,0.47208,0.47149,0.47214,0.47218,0.47319,0.47234,0.46814,0.46574,0.4652,0.46535,0.4663,0.46637,0.46627,0.46702,0.46761,0.46752,0.46742,0.46822,0.46738,0.46833,0.46808,0.46864,
525.000,0.67336,0.66234,0.65332,0.64525,0.63647,0.62725,0.61997,0.61314,0.60626,0.60045,0.59538,0.59008,0.58355,0.57837,0.57398,0.56901,0.56548,0.56139,0.55732,0.5539,0.55092,0.54754,0.54403,0.54068,0.53826,0.53691,0.53424,0.53171,0.52915,0.52755,0.52529,0.52352,0.52121,0.52066,0.52066,0.51981,0.51736,0.51601,0.51601,0.51528,0.51396,0.5129,0.51133,0.50988,0.50921,0.50833,0.50719,0.50649,0.50585,0.50495,0.50456,0.50355,0.50208,0.50249,0.50144,0.50086,0.49969,0.50003,0.49913,0.49828,0.49786,0.49804,0.49726,0.49747,0.49829,0.49769,0.49682,0.49721,0.49618,0.4965,0.49606,0.4964,0.49651,0.49621,0.49676,0.49626,0.49713,0.49547,0.4951,0.49507,0.49507,0.49528,0.49606,0.49578,0.49442,0.49505,0.49229,0.48945,0.48864,0.48889,0.48978,0.48973,0.48993,0.48987,0.49132,0.49069,0.49081,0.4904,0.49135,0.49178,0.492,0.49198,
526.000,0.69,0.6792,0.66926,0.66155,0.65327,0.64473,0.63731,0.63031,0.62466,0.6185,0.61255,0.60743,0.60103,0.59681,0.59185,0.58836,0.58341,0.58071,0.57644,0.57309,0.56995,0.5663,0.56375,0.56102,0.55863,0.5565,0.55377,0.55186,0.55014,0.54757,0.54549,0.54405,0.54205,0.54084,0.54084,0.53957,0.53828,0.53607,0.53607,0.53527,0.53406,0.53218,0.53132,0.53024,0.52916,0.52862,0.52766,0.52767,0.52603,0.52521,0.52404,0.52332,0.52269,0.52221,0.52132,0.52118,0.52089,0.52018,0.51957,0.51863,0.51879,0.51869,0.51806,0.51787,0.51714,0.51753,0.51674,0.51584,0.51617,0.51593,0.51585,0.51601,0.51512,0.5152,0.51488,0.51589,0.51523,0.51467,0.51384,0.51404,0.51416,0.5145,0.51409,0.51445,0.51362,0.51349,0.51082,0.50956,0.50986,0.50956,0.50995,0.50895,0.51006,0.50982,0.50952,0.50924,0.50972,0.51002,0.51038,0.50958,0.51017,0.51057,
527.000,0.70361,0.69336,0.68444,0.67481,0.66634,0.65881,0.65187,0.64383,0.63818,0.63209,0.62707,0.62154,0.61538,0.6115,0.60622,0.60257,0.59915,0.5944,0.59129,0.58724,0.58411,0.5816,0.57838,0.5764,0.57382,0.57149,0.56858,0.56711,0.56416,0.56211,0.55992,0.55895,0.55577,0.55466,0.55466,0.55368,0.55192,0.5514,0.5514,0.54964,0.54833,0.54596,0.54548,0.54437,0.54331,0.54218,0.54233,0.54042,0.54047,0.53816,0.53731,0.53736,0.53564,0.5353,0.53427,0.53373,0.53315,0.53254,0.53228,0.53164,0.53087,0.53036,0.53094,0.53009,0.52966,0.52894,0.52818,0.52865,0.52776,0.5269,0.52782,0.52708,0.52649,0.52659,0.5257,0.52586,0.52547,0.52571,0.52405,0.52389,0.5245,0.52428,0.52374,0.52335,0.52304,0.52315,0.52163,0.52173,0.52175,0.52112,0.52145,0.52077,0.52093,0.51986,0.52006,0.52055,0.51927,0.52016,0.51988,0.5199,0.52005,0.51905,
528.000,0.71161,0.70251,0.69318,0.68428,0.67561,0.66713,0.65992,0.65287,0.64584,0.64043,0.63398,0.62872,0.62282,0.61874,0.6143,0.60951,0.60571,0.60134,0.59762,0.59413,0.59096,0.58846,0.58453,0.58264,0.58001,0.57652,0.57436,0.57153,0.56986,0.56747,0.56645,0.56394,0.56233,0.56002,0.56002,0.55839,0.55749,0.55609,0.55609,0.55417,0.55245,0.55147,0.55095,0.54875,0.54736,0.54659,0.54513,0.54445,0.54363,0.54307,0.54125,0.54078,0.53977,0.53882,0.53821,0.53716,0.53685,0.53535,0.53425,0.53422,0.53484,0.5339,0.53269,0.53145,0.53161,0.53036,0.5304,0.52955,0.52891,0.52848,0.52766,0.52732,0.52678,0.52673,0.52575,0.52553,0.52494,0.52508,0.52429,0.52323,0.5233,0.52325,0.52203,0.52183,0.522,0.52158,0.52169,0.52334,0.52217,0.52155,0.52148,0.52154,0.52165,0.52092,0.52004,0.5197,0.51901,0.51996,0.51906,0.51869,0.51824,0.51816,
529.000,0.71331,0.70358,0.69376,0.68424,0.67565,0.66818,0.66005,0.65372,0.6456,0.63944,0.63355,0.62753,0.62193,0.61732,0.61284,0.60789,0.60371,0.59978,0.5956,0.59164,0.58832,0.58567,0.58154,0.57848,0.57607,0.57294,0.57108,0.56789,0.56683,0.56303,0.5606,0.55957,0.55743,0.55567,0.55567,0.55272,0.55248,0.54966,0.54966,0.54901,0.5473,0.54524,0.5434,0.54286,0.54153,0.54079,0.53868,0.5371,0.53622,0.53525,0.53468,0.5338,0.53204,0.53122,0.5306,0.52944,0.52824,0.52813,0.52612,0.52559,0.52491,0.52487,0.52357,0.52312,0.52243,0.5217,0.52096,0.52011,0.51899,0.51748,0.51744,0.51664,0.51625,0.51608,0.51521,0.51502,0.51362,0.51292,0.51308,0.51233,0.51138,0.51126,0.51038,0.51091,0.51001,0.50889,0.51071,0.5135,0.51203,0.51204,0.51168,0.51061,0.5101,0.50991,0.50937,0.50871,0.50831,0.50715,0.50657,0.50585,0.50657,0.50542,
530.000,0.71055,0.70071,0.68926,0.67866,0.67038,0.66153,0.65223,0.64595,0.63837,0.63232,0.62511,0.61893,0.61372,0.6074,0.60262,0.59821,0.59314,0.58854,0.58525,0.58078,0.57765,0.57349,0.57058,0.56715,0.56474,0.5615,0.55881,0.55602,0.55318,0.55125,0.54847,0.54574,0.54358,0.54199,0.54199,0.54027,0.5385,0.53624,0.53624,0.53442,0.53201,0.53072,0.52933,0.52785,0.52712,0.52556,0.52308,0.52199,0.52196,0.51975,0.51796,0.51625,0.51604,0.51511,0.51503,0.51408,0.51301,0.51176,0.51064,0.50854,0.50878,0.5077,0.50627,0.50586,0.50496,0.50383,0.50224,0.50221,0.50123,0.50023,0.49937,0.49911,0.49784,0.49673,0.49612,0.49523,0.49505,0.49345,0.49414,0.49352,0.4922,0.49251,0.49202,0.4911,0.4899,0.48966,0.49231,0.49519,0.49369,0.49382,0.49275,0.49259,0.49172,0.49086,0.49012,0.48953,0.48911,0.48837,0.48663,0.48679,0.48601,0.48601,
531.000,0.70278,0.69091,0.67938,0.66894,0.65947,0.64981,0.64251,0.63318,0.62569,0.61859,0.61197,0.60424,0.59897,0.59436,0.58782,0.58374,0.57861,0.57402,0.57005,0.56544,0.56135,0.55682,0.55438,0.55127,0.54749,0.54503,0.54154,0.53782,0.53593,0.53276,0.53054,0.5269,0.52572,0.52316,0.52316,0.52169,0.51898,0.51703,0.51703,0.51484,0.51314,0.51099,0.51018,0.50815,0.50643,0.5044,0.50431,0.50253,0.5011,0.5001,0.49793,0.49715,0.4962,0.49527,0.49422,0.49326,0.49115,0.49044,0.48878,0.48835,0.48787,0.4866,0.48529,0.48431,0.48283,0.48193,0.48072,0.47933,0.47847,0.47922,0.47736,0.47755,0.47643,0.47566,0.47393,0.47455,0.47257,0.47131,0.47211,0.47128,0.46958,0.4697,0.47023,0.46849,0.46756,0.46803,0.46988,0.47363,0.47195,0.47201,0.47085,0.46964,0.46923,0.46913,0.46809,0.46633,0.46587,0.46539,0.465,0.46445,0.46328,0.46337,
532.000,0.69225,0.67997,0.66852,0.65801,0.64546,0.636,0.62767,0.61884,0.61047,0.6035,0.59567,0.58974,0.58246,0.57777,0.57164,0.56649,0.56107,0.55626,0.55162,0.54745,0.54328,0.53905,0.53629,0.53246,0.52875,0.52489,0.52203,0.51852,0.517,0.51259,0.51053,0.50808,0.50655,0.50335,0.50335,0.50067,0.49897,0.4966,0.4966,0.49498,0.49229,0.4909,0.48993,0.48792,0.48616,0.48475,0.48348,0.48037,0.47914,0.47843,0.47705,0.47617,0.47501,0.47325,0.47306,0.47185,0.47053,0.46872,0.46815,0.46776,0.46569,0.46522,0.464,0.46305,0.4614,0.46073,0.45937,0.45849,0.45851,0.45744,0.45739,0.45623,0.45473,0.45429,0.45324,0.45211,0.45082,0.45093,0.45042,0.45027,0.44957,0.44939,0.4484,0.44715,0.44719,0.44656,0.44911,0.45209,0.45015,0.45002,0.44904,0.44874,0.44756,0.44771,0.4461,0.44556,0.44459,0.44445,0.4445,0.44358,0.44267,0.44226,
533.000,0.681,0.66916,0.65626,0.64562,0.63524,0.62596,0.61481,0.60637,0.59771,0.59003,0.58221,0.57516,0.56873,0.56302,0.55759,0.55126,0.54668,0.54085,0.53571,0.53212,0.52746,0.52281,0.51931,0.51649,0.512,0.50882,0.50551,0.50309,0.49951,0.4968,0.494,0.49162,0.48851,0.48598,0.48598,0.48412,0.48179,0.47938,0.47938,0.47777,0.47588,0.474,0.47223,0.47152,0.46957,0.46734,0.46565,0.46439,0.46303,0.46217,0.46121,0.4591,0.45835,0.45711,0.45544,0.4542,0.45304,0.45261,0.45206,0.45066,0.45003,0.449,0.44747,0.44667,0.44527,0.44556,0.44408,0.44274,0.44346,0.4423,0.44099,0.44063,0.43856,0.43905,0.43837,0.43822,0.43724,0.43673,0.43637,0.4362,0.43581,0.43568,0.43399,0.43383,0.43334,0.4331,0.43436,0.43541,0.43438,0.43377,0.43344,0.43285,0.4321,0.43193,0.43074,0.43099,0.4306,0.42938,0.42953,0.42879,0.42846,0.42779,
534.000,0.67448,0.66262,0.64987,0.63961,0.62735,0.61772,0.60748,0.59782,0.59051,0.58234,0.57461,0.56804,0.56055,0.55435,0.54874,0.54293,0.53727,0.53251,0.52668,0.523,0.51855,0.51531,0.51018,0.50694,0.5035,0.49916,0.49687,0.49399,0.4915,0.48822,0.4854,0.4829,0.48064,0.47847,0.47847,0.47648,0.47378,0.47144,0.47144,0.47035,0.46732,0.46677,0.46422,0.46281,0.46203,0.45999,0.45809,0.45763,0.45502,0.45512,0.45364,0.45274,0.45108,0.45017,0.44896,0.44828,0.44743,0.44684,0.44589,0.44515,0.44366,0.44292,0.44224,0.44135,0.44059,0.44066,0.4394,0.43967,0.43842,0.43756,0.437,0.43694,0.4366,0.43581,0.43529,0.43494,0.43453,0.43481,0.43434,0.43367,0.43278,0.43242,0.43233,0.43267,0.43171,0.43207,0.43043,0.43025,0.4288,0.42939,0.42911,0.42898,0.4286,0.42844,0.4283,0.42859,0.42848,0.42756,0.42747,0.42759,0.42749,0.42643,
535.000,0.67646,0.66311,0.65016,0.63938,0.62695,0.61837,0.60904,0.59867,0.59069,0.58246,0.57566,0.56923,0.56291,0.55617,0.54976,0.54412,0.53903,0.53449,0.5291,0.52465,0.52098,0.51666,0.51289,0.50968,0.50615,0.50324,0.50026,0.49676,0.49353,0.49098,0.48862,0.48603,0.48416,0.48218,0.48218,0.47965,0.47807,0.47582,0.47582,0.47436,0.47293,0.47141,0.46878,0.4674,0.46681,0.46561,0.46424,0.46306,0.46208,0.46072,0.45973,0.45853,0.45723,0.45716,0.45559,0.45435,0.45445,0.45404,0.45248,0.45238,0.45171,0.45151,0.45069,0.44927,0.44956,0.44915,0.44783,0.44788,0.44793,0.44764,0.44767,0.447,0.44599,0.44655,0.44599,0.44696,0.44572,0.44571,0.44532,0.44467,0.44467,0.44533,0.44409,0.44455,0.44399,0.44433,0.4418,0.43826,0.43893,0.44007,0.43925,0.43975,0.43951,0.43907,0.43941,0.44005,0.43926,0.43987,0.4399,0.43939,0.44038,0.43983,
536.000,0.68288,0.67145,0.65838,0.64772,0.63747,0.62721,0.6181,0.60928,0.60083,0.59424,0.58592,0.57934,0.57284,0.56701,0.56125,0.556,0.55102,0.54593,0.54069,0.5363,0.53292,0.5299,0.52598,0.52156,0.51875,0.51596,0.51349,0.51069,0.50725,0.5054,0.50367,0.5013,0.49895,0.49792,0.49792,0.49547,0.49406,0.49156,0.49156,0.48982,0.4881,0.48718,0.48617,0.48526,0.4834,0.48264,0.4813,0.4806,0.47906,0.47853,0.47746,0.47687,0.4762,0.47598,0.47343,0.4739,0.47298,0.47249,0.47115,0.47151,0.47151,0.47109,0.47017,0.47081,0.46951,0.46931,0.46912,0.46917,0.46933,0.46862,0.46852,0.46776,0.4684,0.46932,0.46871,0.46797,0.4677,0.46749,0.4678,0.46746,0.46679,0.468,0.4675,0.46699,0.4669,0.46686,0.46404,0.45901,0.46075,0.46144,0.46067,0.46013,0.46181,0.46156,0.46212,0.46207,0.46209,0.4623,0.46236,0.46281,0.46377,0.46382,
537.000,0.69594,0.68476,0.6727,0.66168,0.65181,0.6428,0.6344,0.6254,0.6177,0.61,0.60368,0.59659,0.59099,0.58502,0.57965,0.57401,0.5701,0.56453,0.56056,0.55704,0.55293,0.54931,0.54651,0.54219,0.53956,0.53818,0.5348,0.53231,0.52928,0.52722,0.52552,0.52304,0.52134,0.51979,0.51979,0.51759,0.51738,0.51586,0.51586,0.5132,0.51223,0.51074,0.5101,0.50866,0.50796,0.50695,0.50499,0.50442,0.50457,0.50267,0.50213,0.50205,0.50101,0.50143,0.49847,0.49875,0.49803,0.49747,0.49753,0.49705,0.49602,0.49655,0.49564,0.49567,0.49587,0.4957,0.49548,0.4955,0.4956,0.49519,0.49543,0.49589,0.49527,0.49517,0.49463,0.49564,0.49505,0.49462,0.49456,0.4948,0.49442,0.49468,0.49429,0.49452,0.49438,0.49524,0.49088,0.48242,0.48739,0.4882,0.48783,0.48847,0.48833,0.48875,0.4896,0.48969,0.49014,0.49037,0.48989,0.49072,0.49108,0.49077,
