,kine_135610_0,kine_135610_1,kine_135610_2,kine_135610_3,kine_135610_4,kine_135610_5,kine_135610_6,kine_135610_7,kine_135610_8,kine_135610_10,kine_135610_11,kine_135610_12,kine_135610_13,kine_135610_14,kine_135610_15,kine_135610_16,kine_135610_17,kine_135610_18,kine_135610_19,kine_135610_20,kine_135610_21,kine_135610_22,kine_135610_23,kine_135610_24,kine_135610_25,kine_135610_26,kine_135610_27,kine_135610_28,kine_135610_29,kine_135610_30,kine_135610_31,kine_135610_33,kine_135610_34,kine_135610_35,kine_135610_36,kine_135610_37,kine_135610_38,kine_135610_39,kine_135610_40,kine_135610_41,kine_135610_42,kine_135610_43,kine_135610_44,kine_135610_45,kine_135610_46,kine_135610_47,kine_135610_48,kine_135610_49,kine_135610_50,kine_135610_51,kine_135610_52,kine_135610_53,kine_135610_54,kine_135610_55,kine_135610_56,kine_135610_57,kine_135610_58,kine_135610_59,kine_135610_60,kine_135610_61,kine_135610_62,kine_135610_63,kine_135610_64,kine_135610_65,kine_135610_66,kine_135610_67,kine_135610_68,kine_135610_69,kine_135610_70,kine_135610_71,kine_135610_72,kine_135610_73,kine_135610_74,kine_135610_75,kine_135610_76,kine_135610_77,kine_135610_78,kine_135610_79,kine_135610_80,kine_135610_81,kine_135610_82,kine_135610_83,kine_135610_84,kine_135610_85,kine_135610_86,kine_135610_87,kine_135610_88,kine_135610_89,kine_135610_90,kine_135610_91,kine_135610_92,kine_135610_93,kine_135610_94,kine_135610_95,kine_135610_96,kine_135610_97,kine_135610_98,kine_135610_99,kine_135610_100,kine_135610_101,kine_135610_102,kine_135610_103,
538.000,0.7132,0.70228,0.69053,0.68056,0.67077,0.66141,0.65279,0.64535,0.63697,0.63017,0.62364,0.61775,0.61135,0.60648,0.60146,0.59572,0.59138,0.58738,0.58341,0.57956,0.57598,0.57255,0.56915,0.56591,0.56334,0.56089,0.55907,0.5554,0.55406,0.55166,0.54997,0.54789,0.54547,0.54461,0.54461,0.54396,0.54169,0.53985,0.53985,0.53858,0.53785,0.53701,0.53553,0.53414,0.53258,0.53159,0.53136,0.53009,0.52922,0.52878,0.52814,0.52717,0.52652,0.52613,0.52534,0.52474,0.52427,0.52348,0.52345,0.52225,0.5221,0.52286,0.52213,0.52158,0.52219,0.52084,0.52081,0.52117,0.52127,0.52058,0.52068,0.52041,0.52104,0.52063,0.52069,0.52058,0.51992,0.52002,0.51936,0.52002,0.51955,0.51987,0.51959,0.51958,0.51929,0.5205,0.51625,0.5094,0.51366,0.51405,0.5144,0.51501,0.51452,0.51437,0.51481,0.51493,0.51554,0.51571,0.51589,0.51609,0.5166,0.51595,
539.000,0.73033,0.71855,0.70707,0.69725,0.68737,0.67901,0.67088,0.66195,0.65638,0.64903,0.64246,0.63545,0.63051,0.62549,0.62058,0.61405,0.61145,0.60617,0.60316,0.5992,0.59549,0.59179,0.58863,0.58624,0.58338,0.58139,0.57831,0.57603,0.57426,0.57155,0.56991,0.56846,0.56617,0.56456,0.56456,0.56376,0.56164,0.56021,0.56021,0.55927,0.55809,0.55669,0.55528,0.55477,0.55259,0.55197,0.55071,0.55052,0.54894,0.5483,0.54761,0.54767,0.54589,0.54577,0.54444,0.54458,0.54405,0.54321,0.54331,0.54206,0.54145,0.54099,0.54073,0.54041,0.54024,0.53969,0.53952,0.5398,0.53908,0.53921,0.53918,0.53862,0.53807,0.53859,0.53826,0.53819,0.53786,0.53732,0.53698,0.53618,0.53561,0.53661,0.53638,0.53584,0.53624,0.53604,0.5341,0.53165,0.53212,0.5325,0.53216,0.53248,0.53225,0.53264,0.53191,0.53259,0.53256,0.53263,0.53255,0.53248,0.53193,0.53289,
540.000,0.74318,0.73169,0.72002,0.7106,0.70081,0.69183,0.68383,0.67541,0.66853,0.66217,0.65449,0.64951,0.64335,0.63764,0.63275,0.6284,0.62333,0.61966,0.61517,0.6116,0.60815,0.60542,0.60125,0.59855,0.5962,0.59443,0.59104,0.58873,0.58634,0.58411,0.58252,0.58035,0.5785,0.57723,0.57723,0.57538,0.57312,0.57238,0.57238,0.57036,0.56877,0.56742,0.56666,0.56545,0.56397,0.56283,0.56227,0.5604,0.55999,0.55947,0.55852,0.55746,0.55591,0.55619,0.55492,0.55461,0.55397,0.55307,0.55276,0.55198,0.5511,0.55064,0.55075,0.54996,0.54877,0.54905,0.54915,0.54693,0.54722,0.54662,0.54624,0.5471,0.54542,0.54542,0.54527,0.54442,0.54405,0.54436,0.54345,0.54306,0.54283,0.5426,0.54275,0.54223,0.5413,0.54076,0.54176,0.54108,0.5404,0.54057,0.54008,0.54011,0.53979,0.53965,0.53964,0.53958,0.53931,0.53807,0.53787,0.53869,0.53814,0.53829,
541.000,0.75025,0.73847,0.72772,0.71672,0.7074,0.69718,0.68922,0.68077,0.67373,0.66723,0.66002,0.65416,0.64827,0.64243,0.63787,0.63279,0.62799,0.62327,0.61926,0.6161,0.61228,0.60849,0.60527,0.60208,0.59931,0.59651,0.59382,0.59112,0.58904,0.5856,0.58442,0.58254,0.58098,0.57905,0.57905,0.57618,0.57491,0.57338,0.57338,0.57147,0.57006,0.56858,0.56666,0.56517,0.5648,0.56299,0.56207,0.56063,0.55971,0.55897,0.55642,0.55628,0.55588,0.55547,0.55392,0.55279,0.55237,0.5516,0.5509,0.54987,0.54923,0.54887,0.54802,0.54668,0.54587,0.54543,0.54518,0.5446,0.54435,0.54319,0.54171,0.54077,0.54073,0.54016,0.53936,0.53889,0.53898,0.53776,0.5382,0.53699,0.53691,0.53711,0.53608,0.53537,0.53469,0.53551,0.53639,0.53702,0.53691,0.53555,0.53664,0.53568,0.53414,0.53472,0.53363,0.5331,0.53265,0.53311,0.53225,0.53196,0.53103,0.53105,
542.000,0.75066,0.73807,0.72719,0.71521,0.70558,0.69652,0.68712,0.67767,0.67084,0.66318,0.65694,0.65014,0.64337,0.63837,0.63332,0.62776,0.62332,0.61838,0.61451,0.60954,0.60624,0.60254,0.59933,0.59568,0.59233,0.58977,0.58664,0.5832,0.58128,0.57775,0.57596,0.57402,0.57185,0.56889,0.56889,0.56795,0.56524,0.56387,0.56387,0.56174,0.55987,0.55848,0.55694,0.55567,0.5543,0.55254,0.55126,0.54976,0.54879,0.54754,0.54677,0.54526,0.54352,0.54266,0.54274,0.54185,0.54091,0.53932,0.53813,0.53733,0.53612,0.53582,0.5343,0.53361,0.53296,0.53157,0.53054,0.5301,0.52906,0.52866,0.52849,0.52744,0.52595,0.52558,0.52521,0.52362,0.52364,0.52295,0.5225,0.52172,0.52087,0.52041,0.5196,0.51885,0.51927,0.51761,0.52135,0.52176,0.52234,0.52194,0.52143,0.52057,0.51984,0.51952,0.51754,0.51775,0.51704,0.51685,0.5157,0.51531,0.51443,0.51468,
543.000,0.74426,0.73211,0.71918,0.70797,0.69758,0.68732,0.67767,0.66884,0.66182,0.65221,0.64557,0.63832,0.63144,0.62592,0.61966,0.61455,0.60899,0.60475,0.59999,0.59616,0.59113,0.58773,0.58369,0.58032,0.57621,0.57357,0.57033,0.56706,0.5643,0.56139,0.55957,0.55639,0.55383,0.55158,0.55158,0.5491,0.54806,0.54539,0.54539,0.54406,0.54174,0.54013,0.5377,0.53659,0.53532,0.53317,0.53224,0.53045,0.52828,0.52742,0.52677,0.52541,0.5238,0.52217,0.52136,0.52068,0.51922,0.51854,0.5177,0.51623,0.51403,0.51389,0.5131,0.5115,0.51103,0.50981,0.50911,0.50756,0.50627,0.50594,0.50499,0.50466,0.50314,0.503,0.50138,0.50056,0.49983,0.49915,0.49914,0.49828,0.49635,0.49647,0.496,0.49503,0.49464,0.4947,0.49714,0.49941,0.5007,0.49907,0.49774,0.49693,0.49607,0.49571,0.4948,0.49406,0.49378,0.49336,0.4919,0.49076,0.4905,0.4902,
544.000,0.73397,0.71993,0.70808,0.69545,0.68417,0.67402,0.66422,0.65379,0.64518,0.63727,0.6292,0.62169,0.61508,0.60902,0.60249,0.59677,0.59127,0.58605,0.58109,0.57579,0.5718,0.56755,0.56346,0.56008,0.5559,0.55277,0.55001,0.54642,0.54369,0.54051,0.53727,0.53407,0.53197,0.52964,0.52964,0.52722,0.52534,0.52313,0.52313,0.52073,0.51923,0.51765,0.51541,0.51236,0.51181,0.50996,0.508,0.50717,0.50581,0.50372,0.50289,0.50051,0.49893,0.49829,0.49816,0.49619,0.49523,0.49335,0.49307,0.49176,0.49062,0.48942,0.48779,0.48755,0.48534,0.48499,0.4836,0.48297,0.48211,0.48137,0.48032,0.4797,0.47855,0.47727,0.47617,0.47493,0.47432,0.47416,0.47313,0.47239,0.47154,0.47095,0.47084,0.47005,0.46951,0.46917,0.47188,0.47316,0.47413,0.47322,0.47242,0.4713,0.47108,0.47014,0.46904,0.46833,0.46732,0.46773,0.46634,0.46555,0.46497,0.46502,
545.000,0.72066,0.70734,0.69325,0.68022,0.66879,0.65789,0.64648,0.63703,0.62762,0.61893,0.6099,0.6029,0.59573,0.58968,0.5829,0.57662,0.5706,0.56563,0.56001,0.55585,0.55068,0.54659,0.54207,0.53805,0.53379,0.53099,0.52735,0.52403,0.5206,0.518,0.51466,0.512,0.5088,0.50637,0.50637,0.50418,0.50159,0.50021,0.50021,0.49756,0.49522,0.4931,0.49089,0.48954,0.48771,0.48588,0.4847,0.48265,0.48137,0.48073,0.47811,0.47665,0.47633,0.47367,0.47348,0.47192,0.47057,0.46994,0.46845,0.46718,0.46603,0.46594,0.46404,0.46312,0.46219,0.46085,0.46015,0.45848,0.45817,0.45779,0.45622,0.45609,0.45468,0.45353,0.45251,0.4523,0.45153,0.45079,0.45121,0.44968,0.4493,0.44875,0.44787,0.44746,0.44673,0.4463,0.44847,0.44965,0.45045,0.44958,0.44868,0.44804,0.44686,0.44636,0.44567,0.44491,0.44464,0.44373,0.44286,0.44294,0.44141,0.44181,
546.000,0.70886,0.69595,0.68195,0.66776,0.65611,0.64532,0.63438,0.62341,0.61402,0.6049,0.59598,0.58894,0.58136,0.57456,0.56794,0.56106,0.55462,0.54902,0.54412,0.53963,0.5344,0.5305,0.5255,0.52159,0.51728,0.51372,0.51059,0.50716,0.50425,0.50119,0.49784,0.49471,0.492,0.49021,0.49021,0.48674,0.48536,0.48296,0.48296,0.4805,0.47848,0.47615,0.47451,0.47277,0.47119,0.46916,0.46753,0.46577,0.46464,0.46319,0.46166,0.4598,0.45908,0.45807,0.45669,0.45574,0.45531,0.45376,0.45223,0.45224,0.45035,0.44934,0.4483,0.44756,0.44686,0.44575,0.44479,0.44452,0.44359,0.44257,0.44213,0.44111,0.44153,0.43996,0.43955,0.43883,0.43818,0.43813,0.43696,0.43613,0.43522,0.43489,0.43494,0.43438,0.43385,0.43379,0.43421,0.43516,0.43515,0.43472,0.43351,0.43332,0.43315,0.43224,0.43197,0.43143,0.43103,0.43061,0.42998,0.42996,0.42984,0.42895,
547.000,0.70178,0.68673,0.67314,0.65947,0.64661,0.63523,0.6244,0.61458,0.6038,0.5956,0.58776,0.57873,0.57115,0.56484,0.55756,0.55197,0.54549,0.53947,0.53487,0.53029,0.52478,0.51988,0.51557,0.51176,0.50791,0.50411,0.50148,0.49784,0.49516,0.49113,0.48867,0.48618,0.48357,0.48031,0.48031,0.47847,0.47652,0.47408,0.47408,0.47243,0.47055,0.46902,0.46694,0.46518,0.46318,0.4619,0.46033,0.45927,0.45687,0.45684,0.45525,0.45445,0.45315,0.45234,0.45031,0.44994,0.44922,0.44771,0.44718,0.44613,0.44492,0.44446,0.44348,0.44261,0.44322,0.44146,0.44141,0.44044,0.44047,0.44036,0.43887,0.43914,0.43887,0.43718,0.43771,0.43719,0.43709,0.43637,0.43583,0.43597,0.43519,0.43498,0.43465,0.43422,0.4338,0.43387,0.43244,0.43187,0.43074,0.43066,0.4312,0.43094,0.42988,0.43008,0.43021,0.43005,0.43037,0.42976,0.42938,0.42929,0.42945,0.42902,
548.000,0.70135,0.68634,0.67181,0.65934,0.64689,0.63565,0.62441,0.61485,0.60522,0.59661,0.58799,0.58007,0.57335,0.56562,0.55996,0.55394,0.54769,0.54232,0.53736,0.53308,0.52734,0.52349,0.51957,0.51562,0.512,0.5088,0.50504,0.5025,0.49928,0.49641,0.49381,0.49147,0.48927,0.48683,0.48683,0.48495,0.48199,0.48085,0.48085,0.47852,0.47657,0.47484,0.47364,0.47239,0.47125,0.47044,0.4682,0.46755,0.46595,0.46445,0.4647,0.46302,0.46194,0.46107,0.45976,0.4593,0.45851,0.45802,0.45678,0.45606,0.45574,0.45586,0.45493,0.45445,0.45465,0.45393,0.45242,0.45294,0.4528,0.45234,0.45226,0.45231,0.45217,0.4519,0.45127,0.45171,0.45168,0.45115,0.45055,0.45141,0.45021,0.44992,0.45011,0.45011,0.4496,0.44946,0.44601,0.44443,0.44399,0.44404,0.44424,0.44436,0.44396,0.44525,0.44415,0.44525,0.44507,0.4441,0.44494,0.44526,0.44504,0.44522,
549.000,0.70783,0.69412,0.67976,0.66752,0.65605,0.6446,0.63394,0.6249,0.61555,0.60717,0.59924,0.59132,0.58336,0.57786,0.57179,0.56581,0.56037,0.55504,0.55001,0.54592,0.54113,0.53823,0.5337,0.52996,0.52673,0.52376,0.52046,0.51761,0.51518,0.51271,0.51105,0.50804,0.50632,0.50405,0.50405,0.50205,0.49971,0.49837,0.49837,0.49661,0.49497,0.49381,0.49249,0.49133,0.4896,0.48949,0.48796,0.4869,0.48591,0.48463,0.48407,0.48306,0.48242,0.48253,0.4809,0.47982,0.47902,0.47973,0.47888,0.47838,0.47782,0.47769,0.47769,0.47752,0.47661,0.47605,0.47642,0.4762,0.47642,0.4766,0.47597,0.47725,0.47683,0.47649,0.47608,0.47662,0.47538,0.47651,0.4763,0.47623,0.47578,0.47596,0.47588,0.47625,0.47561,0.47531,0.47185,0.46997,0.46799,0.46876,0.46893,0.46928,0.47005,0.46988,0.46971,0.46993,0.47006,0.47076,0.47103,0.47172,0.47254,0.47252,
550.000,0.72296,0.70802,0.69463,0.68361,0.67203,0.66072,0.65149,0.64246,0.63405,0.62588,0.61829,0.6118,0.60475,0.59853,0.59325,0.58709,0.5821,0.57686,0.5728,0.56948,0.56476,0.56061,0.55682,0.55381,0.55171,0.54825,0.54505,0.54311,0.54045,0.53816,0.53592,0.53438,0.53172,0.53036,0.53036,0.52866,0.5264,0.52567,0.52567,0.52354,0.52249,0.52156,0.52039,0.51964,0.51864,0.51698,0.51668,0.51528,0.51506,0.51361,0.51315,0.513,0.51169,0.51203,0.51026,0.50912,0.50976,0.50912,0.50953,0.50815,0.50791,0.50798,0.50845,0.50778,0.50768,0.50716,0.50717,0.50712,0.50743,0.50774,0.50764,0.50773,0.5071,0.50737,0.50755,0.50725,0.50718,0.50851,0.50814,0.50804,0.50762,0.5077,0.50714,0.50727,0.50799,0.50778,0.50449,0.50138,0.49924,0.49973,0.50032,0.50086,0.50194,0.50107,0.50169,0.50251,0.50273,0.50224,0.50326,0.50402,0.50462,0.50443,
551.000,0.74,0.72662,0.71315,0.7021,0.69188,0.68156,0.6724,0.66399,0.65582,0.64777,0.64142,0.63417,0.6287,0.62191,0.61602,0.61155,0.60727,0.60221,0.59739,0.59387,0.59018,0.58647,0.58301,0.57947,0.57792,0.57439,0.57234,0.56966,0.56769,0.56493,0.56359,0.56195,0.55966,0.5585,0.5585,0.55643,0.55459,0.55421,0.55421,0.55245,0.55077,0.54993,0.54886,0.54818,0.54694,0.54589,0.54484,0.54319,0.5438,0.5432,0.54207,0.54174,0.5412,0.54139,0.53931,0.53914,0.5382,0.53807,0.53834,0.53705,0.5377,0.53758,0.53632,0.53639,0.53621,0.53609,0.53643,0.53604,0.5365,0.53663,0.53614,0.53626,0.53629,0.53586,0.53603,0.53609,0.53616,0.53647,0.53552,0.53601,0.53541,0.53543,0.53556,0.53575,0.53517,0.53592,0.53317,0.53009,0.5284,0.52923,0.52888,0.52941,0.52974,0.53008,0.53063,0.53114,0.53097,0.53128,0.53126,0.53168,0.5316,0.53264,
552.000,0.75792,0.74632,0.73285,0.72277,0.71167,0.70242,0.69303,0.68519,0.67686,0.66991,0.6624,0.65622,0.6502,0.64442,0.63955,0.63374,0.62895,0.62436,0.62125,0.61852,0.61351,0.6096,0.60704,0.60412,0.60165,0.59822,0.59595,0.59348,0.59263,0.58959,0.58755,0.58587,0.58352,0.58222,0.58222,0.58066,0.57921,0.57736,0.57736,0.57698,0.57576,0.57443,0.57304,0.572,0.57039,0.56973,0.56877,0.56807,0.56716,0.56682,0.56558,0.5655,0.56482,0.56427,0.56241,0.56276,0.56247,0.56206,0.5613,0.56089,0.56034,0.56052,0.55949,0.56057,0.55988,0.55896,0.55819,0.55843,0.55797,0.55823,0.55833,0.5578,0.5578,0.55731,0.55773,0.55719,0.55686,0.55685,0.55707,0.55598,0.55625,0.55715,0.55635,0.55591,0.55608,0.55553,0.55438,0.5528,0.55099,0.55189,0.55189,0.551,0.55158,0.55194,0.55199,0.55233,0.55188,0.55165,0.55222,0.55268,0.55178,0.55193,
553.000,0.77343,0.76089,0.74881,0.73754,0.72816,0.71709,0.70929,0.70034,0.69288,0.68529,0.67849,0.67265,0.66619,0.66019,0.65508,0.65036,0.64495,0.64128,0.63743,0.63328,0.62941,0.62566,0.62295,0.61899,0.6167,0.61474,0.61192,0.60927,0.60659,0.60423,0.60303,0.60054,0.59989,0.59704,0.59704,0.59558,0.59373,0.59248,0.59248,0.59128,0.58939,0.58792,0.5873,0.58588,0.58489,0.58475,0.58301,0.5823,0.58044,0.57976,0.57938,0.57911,0.57769,0.57726,0.57602,0.5752,0.57443,0.57431,0.57295,0.57323,0.57315,0.57283,0.57125,0.57136,0.56965,0.57078,0.56981,0.56945,0.56893,0.5686,0.56771,0.56769,0.56698,0.56708,0.56735,0.56619,0.56558,0.56596,0.566,0.56506,0.56486,0.56445,0.56485,0.56348,0.56415,0.56367,0.56355,0.56218,0.56239,0.56203,0.56207,0.56185,0.56168,0.56178,0.56102,0.56095,0.56128,0.56081,0.56105,0.56067,0.56025,0.5598,
554.000,0.78311,0.77029,0.7589,0.74619,0.73544,0.72679,0.71678,0.70747,0.69974,0.69149,0.6847,0.67864,0.67194,0.66721,0.66164,0.65611,0.65198,0.64683,0.64276,0.6383,0.63447,0.63088,0.62761,0.62435,0.62143,0.61878,0.61533,0.61335,0.61091,0.60854,0.60642,0.6047,0.60201,0.59991,0.59991,0.59783,0.59678,0.59567,0.59567,0.59286,0.59237,0.59085,0.58917,0.58836,0.58628,0.58536,0.5838,0.58362,0.582,0.58065,0.57941,0.57889,0.57764,0.57662,0.57651,0.57535,0.5743,0.57336,0.57279,0.57289,0.57057,0.57088,0.56959,0.56915,0.56828,0.56816,0.56718,0.56701,0.56564,0.56537,0.56481,0.56468,0.56365,0.56369,0.56303,0.56171,0.56112,0.56073,0.56072,0.55985,0.55958,0.55944,0.55903,0.55861,0.55818,0.55722,0.55877,0.55952,0.55987,0.55876,0.55815,0.55877,0.55754,0.55669,0.55716,0.55608,0.55592,0.55582,0.55523,0.55415,0.55437,0.55394,
555.000,0.78645,0.77384,0.76035,0.74895,0.7379,0.72679,0.7178,0.70816,0.70033,0.6916,0.68364,0.6775,0.67135,0.66471,0.65942,0.65409,0.64954,0.64432,0.63985,0.63574,0.63148,0.62727,0.62341,0.61941,0.61737,0.61411,0.61054,0.60834,0.60563,0.60269,0.60089,0.5982,0.59607,0.594,0.594,0.5921,0.59007,0.58806,0.58806,0.58624,0.5839,0.58257,0.58169,0.5801,0.57865,0.5766,0.57543,0.57435,0.57312,0.57134,0.57017,0.56861,0.56787,0.56726,0.56628,0.56597,0.564,0.56296,0.56267,0.56104,0.56045,0.55959,0.55809,0.55784,0.55694,0.55643,0.55495,0.55432,0.55369,0.55268,0.55158,0.55104,0.55022,0.54984,0.54849,0.54811,0.54744,0.54691,0.54603,0.54598,0.54482,0.54426,0.5443,0.54371,0.54283,0.54287,0.54451,0.54641,0.54672,0.54605,0.5452,0.54371,0.54378,0.54287,0.54173,0.54196,0.5406,0.54097,0.54055,0.53971,0.53936,0.53814,
556.000,0.78279,0.76891,0.75521,0.7431,0.73215,0.71965,0.71021,0.70076,0.69155,0.68357,0.6752,0.6672,0.6609,0.654,0.64835,0.64268,0.63725,0.63149,0.62693,0.62238,0.61897,0.61426,0.61014,0.60676,0.60234,0.59943,0.59622,0.593,0.58993,0.58759,0.58399,0.58161,0.57973,0.57656,0.57656,0.57482,0.57208,0.57031,0.57031,0.5681,0.56673,0.56409,0.56243,0.56064,0.55867,0.55685,0.55565,0.55409,0.55316,0.55204,0.54934,0.54885,0.54736,0.54615,0.54563,0.54519,0.54369,0.54242,0.54123,0.53997,0.53889,0.5375,0.53629,0.53573,0.53433,0.53362,0.53297,0.53139,0.5309,0.53007,0.52931,0.52836,0.52692,0.5267,0.52467,0.5246,0.52392,0.5224,0.52213,0.52137,0.5201,0.51967,0.51953,0.51901,0.51799,0.51765,0.52075,0.52266,0.52457,0.52293,0.5222,0.52068,0.52044,0.51832,0.51717,0.51778,0.51693,0.51626,0.51546,0.51469,0.51272,0.51289,
557.000,0.77274,0.75807,0.74477,0.73134,0.71838,0.70656,0.69594,0.68581,0.67649,0.66698,0.65895,0.6507,0.64356,0.63696,0.63012,0.62432,0.61714,0.6125,0.60744,0.60209,0.59729,0.59298,0.58808,0.58553,0.58039,0.57606,0.57352,0.56998,0.56698,0.56346,0.56107,0.55778,0.55507,0.5532,0.5532,0.55021,0.54835,0.54554,0.54554,0.54358,0.54154,0.53897,0.53714,0.53524,0.53287,0.53101,0.53048,0.52824,0.52703,0.52492,0.52317,0.52228,0.52081,0.51906,0.5194,0.51746,0.51643,0.51527,0.51379,0.51255,0.51075,0.51037,0.50883,0.50762,0.50644,0.50547,0.50429,0.50333,0.50249,0.50099,0.5004,0.49937,0.49889,0.49735,0.49623,0.49588,0.4941,0.49379,0.49221,0.49232,0.49111,0.49137,0.49024,0.48932,0.48953,0.48836,0.49189,0.49314,0.49585,0.49371,0.49233,0.49117,0.4908,0.48981,0.4895,0.48862,0.48764,0.4869,0.48583,0.48468,0.48389,0.48344,
